reclat,reclong
-16.9,30.41
-26.33,121
11.49,11.66
18.33,-97.5
40.81,140.79
-33.16,115.68
34.18,-103.23
51.42,51.97
34.08,-103.5
33.8,-103.25
34.08,-103.5
34.08,-103.5
34.28,-103.43
33.78,-103.55
-7.72,111.2
-10.75,-39.22
48.85,-64.43
32.12,121.8
38.37,140.87
32.3,112.75
34.08,-103.5
-76.31,157.19
-71.5,35.67
-76.8,158.13
-76.9,156.89
-76.92,156.95
-76.89,157.06
-76.77,158.8
-76.9,156.89
-76.73,158.72
-77.04,157.02
-76.91,156.88
-76.9,156.92
-76.91,156.96
-76.83,158.22
-77.04,157.21
-76.9,156.97
-76.87,158.52
-76.91,156.88
-76.88,157
-76.83,158.32
-76.91,156.72
-76.88,156.99
-76.88,157
-76.74,158.83
-76.72,159.67
-76.91,156.79
-76.76,158.77
-77.02,156.98
-76.75,158.76
-76.89,156.93
-77.04,157.15
-76.9,156.77
-76.75,158.77
-76.94,156.92
-76.76,158.76
-77.02,157.01
-76.99,156.97
-72.95,160.47
-72.95,160.47
-72.95,160.47
-72.95,160.47
-72.95,160.47
-72.95,160.47
-72.95,160.47
-72.95,160.47
-72.95,160.47
-72.95,160.47
-76.72,159.67
-76.84,158.26
-77.02,157
-76.77,158.8
-76.96,156.93
-76.89,156.98
-76.92,156.88
-76.98,156.93
-76.91,156.94
-76.9,156.83
-76.73,158.65
-76.72,158.72
-76.93,156.94
-76.75,158.84
-76.91,156.88
-76.72,159.67
-76.84,158.26
-76.92,156.97
-77.02,156.98
-76.72,158.76
-76.99,156.96
-72.95,160.47
-76.74,159.29
-76.75,158.81
-76.73,158.72
-76.71,158.78
-77.02,156.98
-76.75,158.77
-76.99,156.96
-76.97,156.91
-76.91,156.72
-76.91,156.85
-76.69,159.36
-76.87,156.99
-76.9,156.97
-76.72,158.7
-76.92,156.82
-76.71,158.73
-76.92,156.89
-76.71,158.78
-76.82,158.26
-76.73,159.16
-76.7,159.39
-76.69,159.35
-76.72,158.66
-76.75,158.85
-76.76,158.78
-76.99,156.88
-76.76,158.9
-76.82,158.21
-76.95,156.94
-76.69,159.38
-76.71,158.75
-77.05,157.07
-76.89,157.07
-76.91,156.81
-76.71,158.74
-76.96,156.92
-76.98,156.92
-77.04,157.09
-76.82,158.38
-76.91,156.69
-76.72,159.36
-76.9,156.79
-76.91,156.94
-76.73,158.71
-76.68,159.31
-76.74,158.83
-76.72,158.72
-76.74,158.83
-76.89,156.86
-76.71,158.73
-76.95,156.92
-76.71,158.75
-76.72,159.37
-76.73,158.71
-77.02,156.96
-76.9,156.84
-76.9,156.78
-76.97,156.91
-77.04,157.15
-76.73,158.71
-76.71,158.78
-76.75,158.76
-77.02,157
-76.91,156.85
-77.01,156.95
-76.75,158.81
-76.92,156.82
-72.95,160.47
-72.95,160.47
-72.95,160.47
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.83,35.5
-76.92,156.77
-76.74,158.83
-76.73,158.67
-76.73,158.68
-76.89,156.89
-76.76,158.77
-76.88,158.5
-76.88,158.58
-71.5,35.67
-76.87,158.52
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-76.89,158.61
-76.88,158.62
-76.88,158.53
-77.04,157.07
-77.02,156.98
-77.04,157.07
-76.95,156.93
-77.02,157.01
-76.74,158.81
-76.73,158.74
-72.95,160.47
-72.95,160.47
-72.95,160.47
-72.95,160.47
-72.95,160.47
-72.95,160.47
-72.95,160.47
-77.04,157.07
-72.95,160.47
-72.95,160.47
-72.95,160.47
-72.95,160.47
-72.95,160.47
-72.95,160.47
-72.95,160.47
-72.95,160.47
-72.95,160.47
-72.95,160.47
-72.95,160.47
-72.95,160.47
-72.95,160.47
-72.95,160.47
-72.95,160.47
-72.95,160.47
-77.04,157.07
-76.98,156.96
-77.04,157.07
-76.9,158.59
-76.88,158.68
-76.88,158.6
-76.88,158.59
-76.88,158.66
-76.86,158.52
-76.85,158.51
-76.87,158.54
-76.85,158.51
-76.77,158.81
-76.9,158.58
-76.87,158.54
-77.02,157.03
-76.9,156.78
-76.77,158.89
-77.04,157.07
-77.04,157.09
-77.04,157.07
-77.04,157.07
-77.04,157.07
-77,156.98
-77.04,157.07
-76.89,156.96
-76.69,159.36
-76.89,157.05
-76.9,156.84
-76.99,156.98
-77.04,157.07
-76.74,158.84
-77.04,157.07
-77.04,157.07
-76.98,156.96
-76.76,158.9
-76.73,159.26
-76.68,159.34
-76.87,158.52
-76.9,157.01
-76.72,159.67
-42.67,-68.08
-76.8,158.16
-76.97,156.92
-76.77,158.8
-76.69,159.36
-76.8,158.16
-76.7,159.4
-76.71,159.33
-76.75,158.76
-76.95,156.94
-76.71,158.73
-76.71,158.75
-76.9,156.95
-76.76,158.91
-76.73,158.82
-76.68,159.35
-76.91,156.99
-76.69,159.39
-76.98,156.88
-76.76,158.91
-71.5,35.67
-77,156.94
47.12,7.18
-30.32,126.62
-77.05,157.2
-76.76,158.92
-76.72,158.69
-22.97,125.37
-76.91,156.83
-76.71,158.79
-76.73,159.19
34.45,-104.02
-76.91,156.83
-76.96,156.93
-76.71,158.73
-76.95,156.94
-76.99,156.98
-76.97,156.92
-76.9,156.79
-76.96,156.94
-76.71,158.78
-76.68,159.3
-76.96,156.93
-76.69,159.39
-76.81,158.14
-76.72,158.76
-76.76,158.91
-76.76,158.78
-76.96,156.9
-76.8,158.16
-76.76,158.9
-76.68,159.34
-76.7,159.4
-76.89,156.89
-76.72,159.41
-76.68,159.34
-76.82,158.33
-76.68,159.34
-76.71,158.7
-76.75,158.77
-76.66,159.33
-76.66,159.33
-76.82,158.25
-76.75,158.85
-76.91,156.82
-76.89,157
-76.72,158.69
-76.76,158.91
-76.67,159.33
-76.89,157.03
-77,156.91
-77.02,156.92
-77.02,156.91
-76.82,158.25
-76.88,158.58
-77.03,156.92
-76.68,159.31
-76.68,159.34
-76.9,156.85
-76.77,158.81
-76.7,159.4
-76.96,156.93
-76.95,156.94
-76.75,158.77
-76.76,158.79
-85.67,175
-85.67,175
-85.67,175
-76.92,156.65
-85.67,175
-85.67,175
-85.67,175
-85.67,175
28.83,-105.87
-85.67,175
-76.92,156.67
-76.85,156.44
-76.92,156.54
-76.91,156.53
33.72,-102.82
-85.67,175
-76.91,156.67
-76.85,156.31
-76.84,156.37
-85.67,175
-76.84,156.18
-85.67,175
39.16,-112.71
-76.71,159.39
-76.85,156.23
36,-101.83
-85.67,175
-85.67,175
-85.67,175
-76.9,156.82
-85.67,175
-85.67,175
-85.67,175
-76.91,156.53
-76.7,159.39
-76.85,156.44
-76.84,156.24
-76.92,156.52
-76.85,156.29
-76.84,156.2
-76.85,156.21
-76.86,156.44
-85.67,175
-76.72,159.67
-76.85,156.3
-76.9,156.68
-76.85,156.32
-76.84,156.43
-76.72,159.67
-76.75,159.39
-76.91,156.65
-76.89,156.53
-76.86,156.51
-76.99,156.94
-76.85,156.31
-76.91,156.75
-76.91,156.96
-76.82,156.04
-76.85,156.3
-76.68,159.34
-77.05,157.1
-76.91,156.67
-76.9,156.71
-76.84,156.45
-76.84,156.36
31.92,-106.15
31.92,-106.15
-76.83,156.17
-76.86,156.33
-76.72,159.37
-76.91,156.52
-76.85,156.3
-76.88,156.5
-76.92,156.58
-76.9,156.5
-76.84,156.45
-76.84,156.45
-76.85,156.44
-76.83,156.07
-76.68,159.34
-76.84,156.48
-76.72,159.67
-76.91,156.54
-76.84,156.38
-76.9,156.48
-76.9,156.71
-76.84,156.17
-76.92,156.99
-76.7,159.38
-76.85,156.32
-76.84,156.35
-76.84,156.44
-76.9,156.71
-85.67,175
-76.9,156.87
-76.85,156.31
-76.9,156.76
-76.88,156.49
-76.92,156.53
-76.91,156.79
-76.85,156.47
-76.84,156.37
-76.84,156.42
-76.85,156.43
-76.86,156.48
32.25,-110.83
-76.86,156.27
-76.85,156.44
-76.84,156.41
-76.89,156.51
-76.9,156.53
-76.86,156.44
-76.86,156.43
-76.92,156.59
-76.74,159.39
-76.84,156.33
-76.91,156.63
-76.75,159.39
-77,156.96
-76.92,156.71
-76.84,156.4
40.17,-99.67
33.05,-101.93
-82.5,155.5
-82.5,155.5
52.75,11.05
-31.23,-58.17
-76.84,156.45
-76.92,156.53
-76.91,156.52
-76.9,156.87
-76.98,156.94
-76.85,156.32
-76.91,156.88
-76.84,156.14
-76.84,156.14
-76.84,156.14
-76.83,156.17
-77.04,157.18
-76.89,156.46
-77.04,157.18
-76.83,156.14
-76.9,156.68
-76.82,156.03
-76.68,159.34
-76.68,159.35
-76.84,156.43
-76.84,156.34
-76.9,156.72
-76.89,156.53
-76.91,156.67
-76.9,156.7
-76.9,156.69
-76.91,156.54
-76.69,159.35
-76.91,156.54
-76.92,156.56
-76.9,156.48
-76.92,156.63
-76.9,156.69
-76.9,156.67
-76.83,156.12
-76.85,156.42
57,62.7
-76.84,156.48
-76.84,156.45
-76.84,156.39
-76.86,156.5
-76.71,159.38
-76.9,156.87
-76.91,156.51
-76.71,159.38
-76.86,156.43
-76.86,156.51
-76.75,159.39
-76.88,156.49
-76.88,156.5
-76.84,156.47
-76.82,156.13
-76.9,156.71
-76.85,156.46
-76.9,156.75
-76.85,156.32
-76.84,156.44
-76.91,156.66
-76.9,156.69
-76.84,156.23
-76.84,156.39
-76.85,156.21
-76.9,156.72
-76.85,156.48
-85.33,166.5
-84.28,161.37
-84.27,161.39
-84.27,161.4
-84.29,161.32
-84.28,161.35
-84.26,161.35
-84.28,161.35
-84.27,161.35
-84.26,161.35
-84.27,161.31
-84.28,161.35
-84.27,161.39
-84.27,161.39
-84.28,161.37
-84.27,161.42
-84.28,161.4
-84.27,161.4
-84.28,161.41
-84.28,161.4
-84.28,161.4
-84.28,161.39
-84.29,161.36
-84.28,161.37
-84.27,161.4
-84.26,161.4
-84.28,161.39
-84.28,161.43
-84.28,161.41
-85.33,166.5
-84.26,161.35
-84.28,161.38
-84.27,161.37
-84.29,161.35
-84.28,161.41
-84.28,161.34
-84.27,161.42
-84.28,161.41
-84.27,161.42
-84.26,161.35
-84.28,161.39
-84.28,161.41
-84.29,161.32
-84.27,161.42
-84.27,161.42
-84.28,161.38
-84.27,161.31
-84.28,161.38
-84.27,161.41
-84.26,161.38
-84.29,161.36
-84.27,161.38
-84.28,161.08
-84.28,161.41
-84.28,161.08
-84.28,161.4
-84.28,161.4
-84.28,161.4
-84.28,161.35
-84.28,161.4
-84.28,161.38
-84.28,161.37
-84.29,161.33
-84.28,161.39
-84.28,161.4
-84.29,161.34
-84.29,161.33
-84.27,161.43
-84.27,161.44
-84.27,161.42
-84.28,161.38
-84.28,161.37
-84.28,161.36
-84.28,161.36
-84.27,161.42
-84.27,161.37
-84.28,161.4
-85.33,166.5
-85.33,166.5
-84.28,161.08
-84.28,161.38
-84.29,161.32
-85.33,166.5
-84.27,161.41
-84.27,161.44
-84.26,161.4
-84.29,161.34
-84.28,161.4
-85.33,166.5
-85.33,166.5
-85.33,166.5
-85.33,166.5
-85.33,166.5
-84.28,161.47
-84.29,161.63
-84.28,161.41
-84.28,161.08
-84.28,161.39
-84.27,161.37
-84.27,161.41
-84.28,161.35
-84.27,161.4
-84.28,161.39
-84.29,161.34
-84.29,161.34
-84.27,161.42
-84.28,161.39
-84.27,161.42
-85.33,166.5
-84.27,161.45
-84.29,161.35
-84.29,161.37
-84.29,161.36
-84.28,161.38
-84.28,161.4
-84.28,161.39
-84.27,161.41
-84.28,161.35
-84.28,161.39
-84.28,161.39
-84.28,161.38
-84.28,161.41
-84.27,161.4
-84.28,161.41
-84.27,161.38
-84.28,161.41
38.9,-112.82
-84.27,161.39
-84.28,161.35
-84.27,161.35
-84.29,161.36
-84.26,161.4
-84.26,161.42
-84.3,161.32
-84.27,161.38
-84.28,161.08
-84.29,161.35
-84.29,161.63
-84.28,161.38
-84.27,161.32
-84.29,161.62
-84.28,161.08
-84.27,161.36
69.1,172.6
-84.28,161.33
-84.29,161.34
-84.3,161.3
-84.27,161.39
-84.28,161.39
-84.27,161.41
-84.28,161.39
-84.28,161.4
-30.8,-53.9
-84.28,161.08
-84.28,161.4
-83.25,157
-84.28,161.41
32.5,-102.74
-84.29,161.31
-84.27,161.35
-84.27,161.42
-84.28,161.3
-84.28,161.4
-83.5,165
-84.27,161.38
-84.27,161.4
-84.27,161.4
-84.28,161.37
46.82,9.72
-84.27,161.38
-84.26,161.5
-84.28,161.37
-84.27,161.4
-84.27,161.36
-84.27,161.37
-84.28,161.35
-84.27,161.38
-84.29,161.35
-84.27,161.45
-84.27,161.46
-84.28,161.68
-84.28,161.41
-84.28,161.37
-84.29,161.37
-84.29,161.36
-84.27,161.37
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-84.29,161.3
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-84.27,161.69
-71.5,35.67
-71.5,35.67
-84.25,161.35
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-84.27,161.69
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
35.32,-117.48
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-84.27,161.69
-84.28,161.4
-84.29,161.35
-84.27,161.69
-84.28,161.36
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-84.25,161.45
-71.5,35.67
38.68,-113.3
-84.25,161.4
-84.28,161.35
-84.27,161.69
-84.27,161.69
-84.27,161.41
-71.5,35.67
-71.5,35.67
-84.27,161.69
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-84.27,161.69
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-84.26,161.4
-84.27,161.69
-84.27,161.69
29.51,11.99
29.44,11.88
29.48,12.14
29.42,12.12
29.27,11.71
29.66,11.78
-84.26,161.39
29.41,11.95
30.18,-6.58
29.63,11.69
-84.26,161.38
27.73,76.46
29.38,11.89
29.51,11.81
46.24,126.2
29.63,11.76
-84.26,161.38
34.3,133.95
-84.25,161.34
-84.26,161.36
-84.27,161.69
-84.27,161.69
29.51,11.5
-84.27,161.69
29.47,11.43
29.6,11.74
-84.27,161.37
29.6,11.74
-84.27,161.69
-84.25,161.4
-84.27,161.37
-84.25,161.4
29.61,12.11
-84.27,161.69
29.65,11.75
29.62,11.77
29.56,12.03
29.58,11.75
29.58,11.78
35.87,139.4
-84.27,161.69
29.3,11.91
29.36,12
29.53,12.27
29.63,11.73
29.58,11.78
29.58,11.78
29.58,11.78
29.58,11.78
29.58,11.78
29.62,11.75
-30.88,128.67
-30.47,128.74
33.17,-101.64
-71.83,35.5
-71.5,35.67
-71.5,35.67
-84.25,161.35
-84.27,161.69
-84.27,161.69
-84.26,161.38
-84.25,161.34
31.62,113.47
32.95,118.99
29.58,11.78
66.14,124.77
29.51,11.5
36.75,114.25
29.63,11.79
29.58,11.78
-84.27,161.69
29.33,11.78
-84.27,161.69
29.3,11.92
-84.25,161.39
-84.27,161.69
-84.26,161.4
-84.26,161.39
-84.25,161.37
29.6,12.24
-71.5,35.67
29.6,11.94
-84.27,161.69
-84.25,161.34
-84.26,161.35
-84.26,161.41
-84.26,161.34
-84.26,161.36
29.64,11.73
29.86,11.69
-84.26,161.39
-84.26,161.37
-84.26,161.49
-84.25,161.34
-84.26,161.34
-84.26,161.39
-84.26,161.38
-84.26,161.47
-84.26,161.4
-84.26,161.38
-84.32,161.95
-84.26,161.43
-84.26,161.38
-84.26,161.35
-84.31,161.93
-84.26,161.4
-84.26,161.4
-84.26,161.34
-84.26,161.38
-84.26,161.46
-84.26,161.35
-84.26,161.37
-84.26,161.38
-84.26,161.47
-84.26,161.37
-84.26,161.4
-84.26,161.35
-84.26,161.39
-84.26,161.4
-84.26,161.4
-84.26,161.4
-84.26,161.42
-84.26,161.35
-84.26,161.37
-84.26,161.42
-84.26,161.39
-84.25,161.34
-84.27,161.36
-84.26,161.38
-84.26,161.39
-84.26,161.38
-84.25,161.35
-84.27,161.69
-84.26,161.37
-84.31,161.25
-84.25,161.36
-84.25,161.35
-84.27,161.69
-84.25,161.35
-84.27,161.69
-84.26,161.37
-84.25,161.35
29.86,11.69
-84.27,161.37
-84.26,161.38
-84.27,161.69
-84.25,161.35
-84.26,161.35
-84.26,161.35
-84.26,161.35
-84.26,161.34
-84.26,161.34
-84.26,161.38
-84.26,161.41
-84.26,161.41
-84.26,161.4
-84.26,161.35
-84.25,161.34
-84.26,161.36
36.57,-101.19
-84.27,161.69
-84.27,161.36
-84.27,161.69
-84.27,161.69
-84.25,161.35
-84.26,161.38
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-84.25,161.37
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-84.26,161.38
-71.5,35.67
-71.5,35.67
-71.5,35.67
-84.27,161.69
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-84.27,161.69
-71.5,35.67
-71.5,35.67
-84.25,161.4
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
34.1,-102.65
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-84.25,161.37
-84.27,161.69
-84.25,161.39
-84.27,161.69
-84.27,161.69
-84.27,161.69
-71.5,35.67
-71.5,35.67
-84.26,161.4
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-84.25,161.39
-71.5,35.67
-84.27,161.69
-84.25,161.39
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-84.26,161.39
-84.27,161.69
-84.26,161.42
-84.25,161.39
-84.27,161.69
-71.5,35.67
-71.5,35.67
-71.5,35.67
-84.27,161.69
-84.27,161.69
-84.26,161.4
-84.27,161.69
-84.25,161.4
-71.5,35.67
-71.5,35.67
-71.5,35.67
-71.5,35.67
-84.26,161.4
-84.27,161.69
-84.27,161.68
-84.27,161.68
-84.27,161.68
-84.27,161.43
-84.24,161.41
-84.27,161.68
-84.27,161.42
-84.27,161.69
-84.27,161.68
-84.27,161.68
-84.27,161.68
-84.27,161.68
-84.27,161.68
-29.73,126.24
-29.63,126.32
-84.26,161.41
-84.26,161.42
-84.27,161.69
-84.27,161.69
-84.27,161.69
-84.26,161.44
-84.27,161.69
-84.25,161.4
-84.26,161.42
-84.25,161.39
-84.26,161.42
-84.26,161.43
-29.78,126.46
-84.26,161.41
-84.25,161.4
-84.26,161.42
-84.27,161.69
-84.26,161.44
-84.26,161.41
-84.27,161.69
-84.26,161.43
-84.26,161.42
24.18,-105.03
-84.26,161.43
-30.78,126.45
-84.27,161.68
-84.27,161.41
-84.27,161.68
-84.27,161.68
-84.27,161.68
-84.27,161.68
-84.27,161.37
-84.27,161.69
-76.33,157.23
-76.33,157.23
-76.33,157.23
-84.26,161.42
-84.27,161.68
-84.25,161.4
-84.27,161.36
-84.25,161.42
-84.25,161.44
-84.26,161.42
-84.27,161.69
-84.27,161.68
-84.27,161.68
-84.27,161.68
-84.27,161.68
36.3,-105.05
-84.27,161.68
-84.27,161.68
-84.27,161.68
-84.27,161.68
-84.27,161.68
-84.27,161.68
-30.78,126.45
-84.27,161.68
-84.27,161.68
-84.27,161.68
-84.28,161.08
-84.27,161.68
-84.27,161.68
-84.27,161.68
-84.27,161.68
-84.26,161.41
-84.27,161.68
-84.26,161.47
-84.25,161.39
-84.27,161.69
-84.27,161.42
-84.27,161.69
-76.24,158.67
-76.24,158.68
-76.24,158.64
-76.25,158.63
-76.24,158.64
-76.24,158.65
-84.26,161.41
-84.26,161.39
-84.26,161.36
-84.6,162.46
-84.28,161.35
-84.29,161.33
-84.3,161.32
-84.27,161.41
-84.27,161.69
-84.27,161.69
-84.27,161.69
-84.27,161.43
-84.27,161.69
-30.32,128.99
-72.83,24.5
-72.83,24.5
-84.28,161.36
-84.25,161.39
-84.28,161.36
-72.83,24.5
-24.25,-68.85
-84.27,161.41
24.35,-102.17
-84.27,161.41
