reclat,reclong
19.42,54.76
30.67,-4.98
32.04,-4.2
32.03,-4.18
31.96,-4.13
31.97,-4.15
18.18,54.12
19.42,54.76
19.39,54.78
18.84,54.27
18.24,54.14
18.76,54.43
18.86,54.83
18.52,54.12
18.75,54.56
18.25,54.2
18.69,54.37
18.27,54.1
19.06,54.58
18.43,54.1
32.73,-113.71
18.8,54.29
18.69,54.42
18.4,54.24
18.39,54.3
19.04,54.58
-79.68,159.75
19.05,54.56
19.05,54.57
19.06,54.56
19.06,54.56
-79.68,155.75
19.06,54.56
19.06,54.55
19.07,54.53
19.07,54.53
19.09,54.5
18.92,54.62
18.93,54.58
18.93,54.57
18.94,54.5
18.85,54.47
18.86,54.48
18.87,54.48
18.88,54.47
18.86,54.47
18.21,54.15
18.34,54.2
19.07,54.46
19,54.55
19.03,54.55
19.18,54.62
35.05,-116.77
35.09,-116.76
35.07,-116.75
35.07,-116.75
35.07,-116.75
38.46,-105.7
44.08,-1.32
31.1,-5.18
32.92,-114.77
31.1,-5.18
40.25,-118.94
31.67,-4.07
-80.25,153.5
-80.25,153.5
-80.25,153.5
-80.25,153.5
-80.25,153.5
31.1,-5.18
-80.25,153.5
-80.25,153.5
-80.25,153.5
31.1,-5.18
-80.25,153.5
35.05,-116.77
19.06,54.62
35.07,-116.75
31.1,-5.18
18.42,54.48
18.33,54.22
18.9,54.56
27.17,16.14
19.04,54.52
27.04,16.38
27.92,16.68
27.08,16.07
18.26,54.04
27.01,16.18
27.92,16.96
27.04,16.39
34.22,-115.05
35.28,-117.48
35.31,-117.45
35.32,-117.47
35.28,-117.48
35.31,-117.45
35.31,-117.45
35.31,-117.45
35.3,-117.46
35.29,-117.47
35.28,-117.48
31.1,-5.18
-79.68,159.75
18.45,54.1
-79.68,159.75
-79.68,159.75
-79.68,159.75
19.27,54.85
40.29,-95.38
-79.68,159.75
-79.68,159.75
-79.68,159.75
19.13,54.37
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
19.15,54.4
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-80.29,-81.81
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-76.76,159.45
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
19.26,54.84
-79.68,159.75
29.92,-5.58
-79.68,159.75
-79.68,159.75
-79.68,159.75
50.9,21.55
0,0
-79.68,159.75
-79.68,159.75
26.75,16.43
-79.68,159.75
19.03,54.68
-79.68,159.75
-79.68,159.75
-79.68,159.75
26.99,16.44
19.06,54.58
-79.68,159.75
-79.68,159.75
19.05,54.59
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
27.23,16.12
-79.68,159.75
27.23,16.12
-79.68,159.75
-79.68,159.75
-79.68,159.75
27.6,16.2
-79.68,159.75
-79.68,155.75
-79.68,159.75
-79.68,159.75
18.44,54.48
-79.68,159.75
-79.68,159.75
21.06,57.26
21.05,57.26
20.99,57.34
-79.68,159.75
19.14,54.88
20.93,57.26
21.07,57.32
21.06,57.29
18.71,54.18
18.73,54.19
21.02,57.31
18.69,54.68
20.98,57.33
18.74,54.2
18.72,54.2
18.73,54.19
-79.68,159.75
18.74,54.19
18.69,54.68
18.74,54.2
18.69,54.7
18.73,54.19
18.79,54.42
20.65,57.17
19.14,54.88
20.82,57.34
-79.68,159.75
19.32,54.82
21.33,57.18
21.04,57.27
19.23,54.85
21,57.31
19.19,54.66
19.12,54.81
19.11,54.82
19.12,54.82
20.78,57.28
19.11,54.82
19.11,54.82
19.11,54.81
19.11,54.82
19.11,54.82
19.11,54.61
19.11,54.62
21.06,57.29
19.07,54.78
19.2,54.88
19.2,54.86
19.2,54.66
19.11,54.81
20.88,57.2
18.18,55.5
18.18,55.5
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
19.15,54.71
21,57.32
21.01,57.33
20.73,57.12
19.26,54.78
19.18,54.89
19.24,54.89
20.82,57.26
19.16,54.71
-79.68,159.75
-79.68,159.75
-79.68,159.75
19.14,54.66
20.68,57.14
20.63,57.16
34.23,-111.4
-79.68,159.75
19.17,54.66
-19.37,-66.97
20.64,57.17
19.2,54.78
-79.68,159.75
18.7,54.19
18.74,54.37
19.32,54.52
21.08,57.3
21.08,57.3
21.06,57.27
21.08,57.29
21.08,57.28
21,57.33
18.71,54.38
18.71,54.37
18.71,54.54
18.7,54.37
18.72,54.37
18.7,54.37
18.7,54.37
18.73,54.38
18.67,54.42
21.2,57.1
19.35,54.64
19.31,54.54
19.38,54.17
19.35,54.57
18.71,54.36
18.84,54.56
18.73,54.37
21.06,57.26
21.07,57.26
21.09,57.27
18.43,54.11
18.37,54.23
18.42,54.25
-79.68,159.75
18.73,54.39
18.72,54.38
18.72,54.38
19.2,54.7
18.82,54.37
-79.68,159.75
18.32,54.15
18.72,54.36
18.9,54.7
18.56,54.1
-79.68,159.75
-79.68,159.75
18.37,54.13
19.27,54.46
18.37,54.15
18.71,54.37
21.09,57.29
21.1,57.28
21.09,57.28
21.09,56.94
18.19,54.17
-79.68,159.75
21,57.2
-79.68,159.75
18.72,54.37
18.72,54.37
18.73,54.37
18.68,54.41
18.68,54.4
18.73,54.38
18.72,54.22
18.73,54.38
18.77,54.66
18.72,54.2
18.72,54.2
18.72,54.38
18.72,54.19
18.72,54.19
18.7,54.2
21.02,57.28
21.07,57.31
18.71,54.18
18.69,54.2
18.69,54.19
18.74,54.21
18.72,54.4
18.74,54.37
21,57.32
18.72,54.19
18.74,54.38
21.01,57
18.72,54.37
21.07,57.31
21.04,57.33
20.86,56.2
20.86,56.2
21,57.32
21.05,57.26
21.11,57
21.17,56.54
21.02,57.21
21.02,57.21
20.98,57.2
18.72,54.38
21.04,57.33
-79.68,159.75
21.02,57.32
21.21,57.21
21.19,57.21
21.18,57.21
21.07,57.1
21.07,57.27
21.06,57.27
21.03,57.32
21,57.29
21.07,57.32
-79.68,159.75
19.35,54.82
-79.68,159.75
19.14,54.67
26.78,-12.83
31.37,-4.02
26.78,-12.83
19.36,55.56
19.42,55.57
26.78,-12.83
19.05,54.53
18.07,6.67
18.24,6.52
18.3,6.51
26.78,-12.83
31.37,-4.02
31.37,-4.02
26.78,-12.83
18.42,54.16
18.34,54.18
18.39,54.14
19.34,54.73
19.34,54.73
19.15,54.58
19.15,54.59
18.68,54.22
18.69,54.53
31.37,-4.02
18.79,54.15
19.33,54.78
19.17,54.58
18.72,54.36
18.7,54.61
18.5,54.04
18.46,54.01
31.37,-4.02
-79.68,159.75
-79.68,159.75
-79.68,159.75
35.24,-117.04
35.24,-117.04
35.24,-117.04
35.24,-117.03
35.24,-117.03
35.24,-117.04
35.24,-117.04
35.24,-117.1
0,0
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
0,0
35.25,-117.1
26.78,-12.83
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
0,0
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
0,0
26.78,-12.83
-79.68,159.75
19.05,54.54
19.06,54.54
19.06,54.53
18.92,54.27
18.57,54.08
18.5,54.09
18.18,54.2
18.56,54.1
18.56,54.1
18.56,54.1
18.56,54.11
18.55,54.12
18.96,54.59
18.96,54.59
18.98,54.63
19.02,54.51
19.03,54.51
19.05,54.49
-79.68,159.75
19.05,54.49
-79.68,159.75
19.05,54.49
19.05,54.49
19.06,54.55
-79.68,159.75
-79.68,159.75
-79.68,159.75
50.11,36.8
-79.68,159.75
-79.68,159.75
19.04,54.49
-23.38,-70.59
19.06,54.55
19.07,54.54
19.06,54.54
39.68,-117.63
39.68,-117.63
39.69,-117.62
39.68,-117.62
39.68,-117.62
39.68,-117.62
39.68,-117.62
39.68,-117.62
39,-113.38
20.36,11.85
20.2,11.59
-79.68,159.75
-79.68,159.75
-79.68,159.75
39.67,-117.6
-79.68,159.75
13.27,5.4
21.32,56.42
19.06,54.54
19.06,54.54
19.05,54.53
19.05,54.46
19.04,54.56
19.07,54.54
21.32,56.42
19.07,54.52
19.04,54.54
19.03,54.54
19.03,54.54
19.07,54.52
19.08,54.45
21.32,56.42
19.07,54.52
19.2,54.6
0,0
18.82,54.26
19.09,54.8
19.1,54.8
19.11,54.79
19.12,54.78
19.13,54.8
19.09,54.09
19.1,54.81
19.1,54.8
19.1,54.81
19.11,54.81
19.12,54.8
19.12,54.81
19.1,54.77
19.1,54.81
19.1,54.81
19.09,54.75
19.2,54.61
19.34,54.73
19.35,54.74
19.31,54.72
19.31,54.71
19.31,54.71
19.3,54.7
19.12,54.84
19.29,54.69
19.27,54.67
19.22,54.63
19.22,54.62
19.21,54.63
19.21,54.61
19.21,54.61
19.27,54.67
19.11,54.82
19.11,54.81
19.11,54.84
18.55,53.89
18.54,53.93
18.42,53.61
18.44,53.97
18.55,53.92
18.56,53.91
18.56,53.89
18.55,53.97
18.29,53.57
18.47,53.83
18.58,53.91
18.59,53.91
18.51,53.99
19.18,54.7
18.56,53.93
19.34,54.72
18.6,53.89
18.19,53.81
19.2,54.78
19.19,54.78
19.19,54.64
19.19,54.64
19.18,54.69
18.99,54.18
18.19,53.81
18.96,54.15
18.65,53.92
18.19,53.81
18.65,53.93
18.19,53.8
18.65,53.93
18.19,53.8
18.66,53.9
0,0
19.35,54.74
19.41,54.76
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
36.21,-116.17
0,0
0,0
0,0
0,0
0,0
18.89,54.59
-79.68,159.75
19.17,54.88
36.24,-116.17
36.24,-116.17
36.23,-116.18
36.26,-116.19
36.21,-116.17
36.21,-116.17
36.24,-116.17
-79.68,159.75
-79.68,159.75
44.51,-81.37
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
19.19,54.78
19.43,54.8
19.42,54.8
19.41,54.77
19.41,54.76
-79.68,159.75
19.38,54.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
19.35,55.55
20.98,57.32
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
20.54,56.68
-79.68,159.75
21.06,57.33
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
18.44,54.02
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
43.25,104.17
18.86,54.43
18.91,54.48
18.91,54.49
18.94,54.69
18.9,54.54
18.4,54.15
18.13,54.12
18.43,54.17
18.46,54.03
18.91,54.51
18.91,54.48
18.91,54.47
18.81,54.39
28.65,13.46
29.27,11.54
29.34,11.62
29.35,11.59
29.38,11.55
29.14,11.9
28.97,12.21
29.04,11.51
29.09,12.43
29.18,12.26
29.48,12.12
29.31,11.6
29.14,11.9
29.1,12.03
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
35.63,-114.04
35.63,-114.04
18.75,54.41
18.94,54.63
19.02,54.4
18.25,54
0,0
0,0
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
18.25,54
-79.68,159.75
-79.68,159.75
18.32,54.15
18.85,54.66
18.85,54.66
35.68,-115.35
35.67,-115.37
19.14,54.77
18.25,54
19.15,54.78
18.42,54.1
19.19,54.66
19.08,54.78
35.65,-114.03
18.75,54.36
18.74,54.19
35.65,-114.03
27.22,16.23
27.03,16.14
26.84,16.61
27.21,16.43
27.17,16.39
-75.68,155.45
0,0
18.56,54.1
18.93,54.26
19.04,54.51
19.06,54.5
18.72,54.38
18.73,54.38
18.74,54.48
18.73,54.59
19.25,54.65
19.29,54.53
35.65,-114.02
18.74,54.2
18.75,54.19
18.74,54.19
18.73,54.18
18.75,54.19
18.74,54.2
35.65,-114.03
18.74,54.2
18.74,54.2
18.74,54.19
19.14,54.88
18.75,54.36
18.81,54.44
18.22,54.11
-79.68,159.75
18.35,54.29
19.04,54.61
-79.68,159.75
18.18,54.18
18.59,54.02
19.16,54.79
19.32,54.73
18.45,54.03
18.99,54.6
19.33,54.78
18.9,54.58
18.4,54.15
19.33,54.78
19.33,54.78
18.4,54.15
19.33,54.78
19.33,54.78
18.4,54.15
18.4,54.14
18.55,54.31
18.18,54.26
18.47,54.15
-79.68,159.75
18.61,54.5
19.33,54.78
18.48,54.14
-79.68,159.75
18.39,54.13
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
18.82,54.23
-79.68,159.75
-79.68,159.75
18.45,54.28
18.48,54.32
18.57,54.46
18.92,54.6
-79.68,159.75
18.44,54.22
18.34,54.2
18.33,54.04
-79.68,159.75
-79.68,159.75
18.64,54.56
18.76,54.7
18.73,54.68
18.76,54.58
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
19.11,54.86
-79.68,159.75
-79.68,159.75
19.32,54.84
19.3,54.53
19.29,54.53
18.69,54.13
18.7,54.2
18.74,54.19
18.82,54.35
18.77,54.24
18.76,54.23
18.76,54.23
18.81,54.43
18.76,54.28
18.76,54.28
18.77,54.23
18.62,54.74
18.62,54.73
18.62,54.73
18.63,54.71
18.71,54.57
18.79,54.49
18.81,54.5
18.9,54.64
18.78,54.78
18.62,54.64
18.64,54.53
18.75,54.41
18.89,54.53
18.92,54.71
19.3,54.53
18.8,54.58
19.29,54.54
19.3,54.53
18.33,54.19
18.49,54.13
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
19.11,54.81
19.11,54.82
19.11,54.82
19.11,54.82
19.11,54.82
19.11,54.81
19.1,54.79
19.11,54.81
19.11,54.81
19.11,54.8
19.13,54.81
19.11,54.82
19.13,54.82
19.14,54.83
19.04,54.89
19.04,54.89
19.04,54.89
19.04,54.88
19.09,54.8
18.22,54.7
19.29,54.54
19.3,54.54
19.2,54.78
19.07,54.77
19.16,54.71
-79.68,159.75
19.39,54.55
18.49,54.25
18.26,54.18
19.04,54.56
18.54,54.32
18.6,54.32
18.68,54.41
18.14,54.16
18.48,54.32
19.16,54.57
18.36,54.19
18.28,54.14
19.11,54.83
19.15,54.58
19,54.58
18.79,54.58
19.15,54.78
18.65,54.77
18.63,54.75
18.62,54.73
18.63,54.73
18.66,54.71
18.67,54.73
18.99,54.6
18.99,54.6
18.99,54.6
-79.68,159.75
-79.68,159.75
-79.68,159.75
19.16,54.58
-79.68,159.75
-79.68,159.75
19.03,54.55
-79.68,159.75
-25.14,-70.32
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
18.99,54.6
19.12,54.67
19.3,54.74
18.6,54.03
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
19.15,54.58
-79.68,159.75
-79.68,159.75
18.62,54.1
18.7,54.29
18.74,54.39
18.75,54.38
18.75,54.38
18.71,54.3
18.79,54.25
18.79,54.25
19.15,54.72
18.28,54.26
18.35,54.4
18.35,54.42
18.6,54.46
18.76,54.44
18.33,54.15
18.44,54.12
18.38,54.15
18.06,54.05
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
19.15,54.58
18.71,54.65
18.59,54.4
-79.68,159.75
-79.68,159.75
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
30.19,-9.04
30.19,-9.04
30.81,-5.86
30.81,-5.86
30.41,-5.89
30.81,-5.86
0,0
-79.68,159.75
0,0
0,0
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,155.75
-79.68,159.75
0,0
-79.68,159.75
-79.68,159.75
19.07,54.78
19.14,54.88
19.14,54.88
19.16,54.7
19.07,54.78
19.11,54.82
19.14,54.67
19.19,54.66
19.19,54.65
19.11,54.62
19.11,54.61
19.14,54.88
19.14,54.67
19.16,54.71
19.16,54.72
19.2,54.88
19.2,54.67
19.19,54.66
19.2,54.79
19.17,54.7
19.11,54.82
18.25,54.01
18.42,54.42
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
20.46,56.66
-79.68,155.75
-79.68,159.75
18.25,53.99
18.25,54.01
18.25,54
18.25,54
18.26,53.99
19.24,54.94
19.05,54.7
19.26,54.84
19.15,54.74
19.18,54.76
19.17,54.77
19.1,54.8
19.11,54.89
19.19,54.88
19.17,54.62
19.2,54.65
19.14,54.9
19.17,54.75
19.15,54.68
19.1,54.82
19.11,54.87
19.1,54.78
19.11,54.92
19.15,54.77
19.11,55.05
19.42,54.58
18.72,54.45
-25.58,-69.8
0,0
18.25,54
18.25,54
-79.68,155.75
-79.68,159.75
19.8,54.6
-79.68,155.75
-79.68,155.75
-79.68,159.75
-79.68,159.75
-79.68,155.75
-79.68,155.75
-79.68,159.75
-79.68,159.75
19.35,56.17
19.35,56.15
19.33,56.17
19.35,56.33
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
34.22,-103.93
19.06,54.53
18.24,54
19.8,54.8
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
19.06,54.54
-79.68,159.75
19.06,54.55
-72.95,160.51
-72.95,160.51
-72.95,160.51
-72.95,160.44
-72.95,160.46
-72.95,160.46
-72.95,160.45
-72.95,160.46
-72.95,160.45
-72.95,160.45
-72.95,160.46
-72.95,160.46
-72.95,160.46
-72.95,160.45
-72.97,160.47
-72.95,160.46
-72.99,160.41
-72.95,160.46
-72.95,160.51
-72.99,160.4
-72.99,160.4
-72.97,160.52
-72.99,160.4
-72.95,160.52
-72.95,160.46
-72.95,160.46
-72.95,160.5
-72.95,160.51
-72.95,160.46
-72.95,160.46
-72.95,160.47
-72.95,160.51
-72.95,160.51
-72.95,160.51
-72.95,160.41
-72.99,160.4
-72.99,160.4
-72.99,160.41
-72.99,160.41
-72.99,160.41
-72.99,160.4
-72.99,160.41
-72.99,160.41
-72.99,160.41
-72.99,160.41
-72.95,160.46
-72.99,160.41
-72.99,160.41
-72.99,160.41
-72.99,160.4
-72.99,160.41
-72.99,160.41
-72.99,160.41
-72.99,160.41
-72.99,160.41
-72.99,160.41
-72.99,160.41
-72.99,160.41
-72.95,160.45
-72.95,160.45
-72.95,160.45
-72.95,160.41
-72.99,160.4
-72.99,160.41
-72.99,160.4
-72.99,160.4
-72.99,160.4
-72.99,160.4
-72.99,160.41
-72.99,160.41
-72.99,160.4
-72.99,160.41
-72.99,160.41
-72.99,160.4
-72.95,160.46
-72.95,160.46
-72.99,160.4
0,0
0,0
0,0
20.5,9
-72.99,160.4
-72.98,160.51
-72.99,160.4
-72.99,160.4
34.39,-112.03
0,0
27.5,3.87
27.5,3.87
27.5,3.86
27.51,3.9
-72.99,160.4
27.51,3.9
-72.99,160.4
-72.99,160.41
18.27,54.15
19.41,57.3
19.41,57.27
19.31,57.27
19.34,57.17
19.53,57.08
19.66,57.33
19.64,57.29
19.62,57.27
19.61,57.27
19.66,57.04
27.97,-7.95
-72.97,160.34
27.4,4.35
0,0
-72.99,160.4
-72.95,160.46
27.51,3.89
0,0
27.5,3.88
27.56,4.09
27.55,4.06
0,0
-72.99,160.4
-72.99,160.4
-72.99,160.4
-72.99,160.4
-72.99,160.4
-72.95,160.46
-72.95,160.46
-72.95,160.46
-72.95,160.46
-72.95,160.47
-72.95,160.46
27.5,3.87
27.52,3.88
-72.99,160.41
27.73,4.43
27.5,4.87
27.5,3.88
27.49,3.89
27.77,4.02
27.7,4.13
27.67,4.53
27.84,4.31
27.98,4.28
27.68,4.3
27.57,4.07
27.73,4.13
27.58,4.02
27.65,4.03
27.58,4.1
27.73,4.22
-72.99,160.4
-72.99,160.4
-72.99,160.41
-72.99,160.41
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-72.86,161.14
19.98,56.42
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-72.45,160.34
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
27.08,16.25
35.06,-116.77
35.07,-116.77
35.07,-116.76
35.06,-116.72
35.06,-116.72
26.63,-12.81
40.28,-118.95
45.46,55.23
39.78,64.6
29.06,74.44
38.69,-109.59
32.87,10.8
13.66,28.96
34.65,-117.58
27.28,16.41
-79.68,159.75
27.2,16.31
-72.68,161.32
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
19.15,54.78
18.65,54.14
18.35,54.34
20.54,9.54
18.67,54.67
18.26,54.34
19.33,54.78
18.58,54.3
-79.68,159.75
-79.68,159.75
-79.68,159.75
-72.95,160.52
-72.99,160.4
-72.99,160.4
-72.99,160.4
-72.99,160.4
-72.99,160.4
-72.99,160.41
-72.99,160.41
-72.99,160.41
-72.99,160.4
-72.99,160.41
-72.97,160.33
-72.96,160.54
-72.95,160.51
-72.95,160.51
-72.99,160.41
19.06,54.54
-72.99,160.41
-72.99,160.4
-72.99,160.41
-72.99,160.41
-72.99,160.41
-72.99,160.41
-72.99,160.41
-72.99,160.41
-72.99,160.41
-72.99,160.41
-72.99,160.41
-72.99,160.41
-72.99,160.4
-72.99,160.4
-72.99,160.4
-72.99,160.4
-72.99,160.4
-72.99,160.4
-72.95,160.51
-72.95,160.51
-72.95,160.51
26.68,93.87
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
40.38,-119.09
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
19,81
-19.65,-69.95
40.08,-115.94
-79.68,159.75
-72.95,160.51
-72.95,160.51
-72.95,160.51
-72.95,160.5
0,0
27.27,6.77
31.38,-4.25
-72.93,160.65
31.33,-4
31.6,-4.38
0,0
0,0
30.81,-5.86
0,0
0,0
-79.68,159.75
31.5,-4.85
-72.99,160.35
-72.95,160.51
-79.68,159.75
18.4,54.14
18.22,54.1
19.18,54.82
32.18,-109.79
18.64,54
19.03,54.51
-72.99,160.4
-72.99,160.4
-72.99,160.4
27.93,-7.78
27.77,-7.67
28.5,-7.9
19.17,54.87
-72.99,160.4
-72.99,160.4
-72.99,160.4
-72.99,160.4
-72.99,160.4
-72.99,160.4
-72.99,160.4
-72.99,160.4
-72.99,160.4
-72.99,160.41
-72.95,160.52
-72.95,160.52
-72.95,160.52
-72.95,160.52
-72.95,160.47
-72.97,160.34
18.4,54.27
18.31,54.14
28.58,-7.97
18.98,54.54
19.05,54.49
18.18,54.1
27.8,-7.95
18.2,54.28
27.93,-7.9
19.04,54.48
28.6,-7.98
19.05,54.49
18.46,54.01
18.34,54.09
18.41,54.13
18.39,54.16
18.88,54.62
19.06,54.56
19.19,54.8
19.03,54.63
19.06,54.58
28.67,-7.53
19.18,54.68
28.75,-7.58
18.24,54.14
-72.99,160.4
-72.99,160.4
-72.99,160.4
-72.96,160.65
19.06,54.5
18.46,54.57
19.05,54.49
-73.1,75.2
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
-73.1,75.21
-86.37,-70
-86.37,-70
-73.09,75.19
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
-73.1,75.18
-73.1,75.18
-73.1,75.18
-73.1,75.18
-73.1,75.2
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
19.23,54.88
-73.09,75.21
18.62,54.18
-73.08,75.26
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
34.48,-113.92
-86.37,-70
-86.37,-70
-86.37,-70
-73.08,75.28
-86.37,-70
-86.37,-70
-86.37,-70
-73.07,75.28
19.1,54.84
-73.07,75.27
19.39,54.6
-86.37,-70
18.17,54.08
19.12,54.78
19.14,54.78
-86.37,-70
35.68,-115.34
19.14,54.66
-86.37,-70
35.67,-115.37
35.67,-115.37
-86.37,-70
35.68,-115.36
35.67,-115.35
-86.37,-70
-73.07,75.27
-86.37,-70
19.3,54.56
19.35,54.8
-86.37,-70
-86.37,-70
-73.09,75.23
-73.08,75.22
-86.37,-70
-73.09,75.19
-73.1,75.18
-73.1,75.2
-73.12,75.11
-73.1,75.17
-86.37,-70
-73.1,75.17
-73.1,75.17
-73.11,75.1
-86.37,-70
-73.11,75.1
-73.09,75.19
-73.09,75.23
-86.37,-70
-73.09,75.21
-73.08,75.21
43.67,13
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
33.98,-101.2
-86.37,-70
-29.33,27.58
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
34.72,-114.22
26.5,-10.5
19.1,54.79
19.26,54.8
19.19,54.7
19.07,54.78
18.59,54.23
19.4,54.58
19.33,54.8
27.85,-7.8
19.32,54.79
19.34,54.66
19.16,54.67
19.07,54.75
19.14,54.56
33.61,-111.72
19.11,54.75
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
-86.37,-70
18.52,54.23
