,year,id,recclass,mass (g),fall,reclat,reclong,GeoLocation
37922,2007,46407,L6,266.0,Found,-85.16,-94.55,"-85.16, -94.55"
37923,2007,46408,L5,280.0,Found,-85.16,-94.55,"-85.16, -94.55"
37924,2007,46409,H4,432.0,Found,-85.16,-94.56,"-85.16, -94.56"
37925,2007,51010,H6,1865.0,Found,-85.23,-90.44,"-85.23, -90.44"
37926,2007,51011,L5,222.0,Found,-85.16,-94.62,"-85.16, -94.62"
37927,2007,51012,H6,32.0,Found,-85.16,-94.6,"-85.16, -94.6"
37928,2007,51013,H6,152.0,Found,-85.17,-94.79,"-85.17, -94.79"
37929,2007,51014,L5,370.0,Found,-85.17,-94.68,"-85.17, -94.68"
37930,2007,51708,CV3,18.0,Found,-85.16,-94.61,"-85.16, -94.61"
37931,2007,51015,L5,119.0,Found,-85.16,-94.72,"-85.16, -94.72"
37932,2007,51016,H6,19.0,Found,-85.17,-94.78,"-85.17, -94.78"
37921,2007,46406,L6,224.0,Found,-85.17,-94.72,"-85.17, -94.72"
37589,2007,51703,H~5,130.0,Found,18.26,53.99,"18.26, 53.99"
37588,2007,51702,H4,32.5,Found,18.26,53.99,"18.26, 53.99"
37587,2007,51701,H~5,53.2,Found,18.26,53.99,"18.26, 53.99"
37562,2007,51682,H~5,25.2,Found,18.26,53.99,"18.26, 53.99"
37563,2007,51683,H~5,13.4,Found,18.26,53.99,"18.26, 53.99"
37564,2007,51684,H~5,2.8,Found,18.26,53.99,"18.26, 53.99"
37565,2007,51685,H~5,13.6,Found,18.26,53.99,"18.26, 53.99"
37566,2007,51686,H~5,12.3,Found,18.26,53.99,"18.26, 53.99"
37567,2007,51687,H~5,0.5,Found,18.26,53.99,"18.26, 53.99"
37568,2007,51688,H~5,69.7,Found,18.26,53.99,"18.26, 53.99"
37569,2007,45951,H~5,1.6,Found,18.26,53.99,"18.26, 53.99"
37570,2007,45952,L~4,150.9,Found,18.25,54.0,"18.25, 54.0"
37571,2007,45953,L~6,17.4,Found,18.25,53.99,"18.25, 53.99"
37572,2007,45954,L~6,17.2,Found,18.25,54.0,"18.25, 54.0"
37573,2007,45955,H~5,37.6,Found,18.25,54.0,"18.25, 54.0"
37574,2007,51689,H~5,38.6,Found,18.25,54.0,"18.25, 54.0"
37575,2007,51690,H~5,25.3,Found,18.25,54.0,"18.25, 54.0"
37576,2007,51691,H~5,16.0,Found,18.25,54.0,"18.25, 54.0"
37577,2007,45956,H~6,10.2,Found,18.25,54.0,"18.25, 54.0"
37578,2007,51692,H~5,12.7,Found,18.25,54.0,"18.25, 54.0"
37579,2007,51693,H~5,6.9,Found,18.25,54.0,"18.25, 54.0"
37580,2007,51694,H~5,20.7,Found,18.25,54.0,"18.25, 54.0"
37581,2007,51695,H~5,23.0,Found,18.25,54.0,"18.25, 54.0"
37582,2007,51696,H~5,14.1,Found,18.25,54.0,"18.25, 54.0"
37583,2007,51697,H~5,61.3,Found,18.25,54.0,"18.25, 54.0"
37584,2007,51698,H~5,8.1,Found,18.25,53.99,"18.25, 53.99"
37585,2007,51699,H~5,12.8,Found,18.26,54.0,"18.26, 54.0"
37586,2007,51700,H~5,9.8,Found,18.25,54.0,"18.25, 54.0"
37933,2007,51709,Acapulcoite,30.0,Found,-85.16,-94.72,"-85.16, -94.72"
37934,2007,51017,L5,396.0,Found,-85.17,-94.68,"-85.17, -94.68"
38009,2007,51862,L3.5,3072.0,Found,17.97,54.07,"17.97, 54.07"
24426,2007,51112,H4,176.9,Found,0.0,0.0,"0.0, 0.0"
24404,2007,51085,L6,1126.9,Found,0.0,0.0,"0.0, 0.0"
24403,2007,51084,H5,746.7,Found,0.0,0.0,"0.0, 0.0"
24402,2007,51083,L5,930.0,Found,0.0,0.0,"0.0, 0.0"
24401,2007,51082,L5,1669.2,Found,0.0,0.0,"0.0, 0.0"
24400,2007,51081,LL6,1665.7,Found,0.0,0.0,"0.0, 0.0"
24399,2007,51080,H5,3094.4,Found,0.0,0.0,"0.0, 0.0"
38235,2007,48953,"Iron, IVA",10500.0,Found,-14.84,-40.84,"-14.84, -40.84"
24397,2007,51079,H5,472.4,Found,0.0,0.0,"0.0, 0.0"
38302,2007,47345,"Iron, IIIAB",5372.0,Found,54.0,-115.6,"54.0, -115.6"
24396,2007,51078,H6,710.4,Found,0.0,0.0,"0.0, 0.0"
24395,2007,51077,L5,1491.3,Found,0.0,0.0,"0.0, 0.0"
24394,2007,51076,LL6,2604.4,Found,0.0,0.0,"0.0, 0.0"
24393,2007,51075,L5,7120.0,Found,0.0,0.0,"0.0, 0.0"
24347,2007,53191,EH3,1158.9,Found,0.0,0.0,"0.0, 0.0"
24319,2007,51090,L5,1041.1,Found,0.0,0.0,"0.0, 0.0"
24291,2007,51089,L5,879.3,Found,0.0,0.0,"0.0, 0.0"
24236,2007,51088,H5,1072.7,Found,0.0,0.0,"0.0, 0.0"
24208,2007,51087,L6,747.4,Found,0.0,0.0,"0.0, 0.0"
24180,2007,51086,L5,2085.0,Found,0.0,0.0,"0.0, 0.0"
22886,2007,54684,H4,1823.3,Found,40.62,-118.38,"40.62, -118.38"
21778,2007,52464,L6,3.93,Found,34.49,-116.98,"34.49, -116.98"
21777,2007,52463,H5,0.6,Found,34.48,-116.95,"34.48, -116.95"
21776,2007,52462,H4,12.7,Found,34.48,-116.98,"34.48, -116.98"
21775,2007,52461,L5,30.7,Found,34.49,-116.98,"34.49, -116.98"
21774,2007,52460,L5,2.6,Found,34.49,-116.98,"34.49, -116.98"
24405,2007,51091,H6,991.1,Found,0.0,0.0,"0.0, 0.0"
37561,2007,51681,H~5,52.4,Found,18.26,53.99,"18.26, 53.99"
24406,2007,51092,H5,592.8,Found,0.0,0.0,"0.0, 0.0"
24408,2007,51094,L6,194.7,Found,0.0,0.0,"0.0, 0.0"
24425,2007,51111,H5,577.4,Found,0.0,0.0,"0.0, 0.0"
24424,2007,51110,L6,222.2,Found,0.0,0.0,"0.0, 0.0"
24423,2007,51109,L6,733.2,Found,0.0,0.0,"0.0, 0.0"
24422,2007,51108,H5,441.8,Found,0.0,0.0,"0.0, 0.0"
24421,2007,51107,L5,308.7,Found,0.0,0.0,"0.0, 0.0"
24420,2007,51106,H5,460.7,Found,0.0,0.0,"0.0, 0.0"
24419,2007,51105,H5,288.0,Found,0.0,0.0,"0.0, 0.0"
38067,2007,47702,Mesosiderite,73300.0,Found,29.65,-7.75,"29.65, -7.75"
38105,2007,51851,H5,25.3,Found,39.69,-117.62,"39.69, -117.62"
38106,2007,51852,H4,26.1,Found,39.69,-117.62,"39.69, -117.62"
38107,2007,52014,H3.8,5.7,Found,39.69,-117.62,"39.69, -117.62"
38108,2007,51853,H5,4.6,Found,39.69,-117.63,"39.69, -117.63"
38109,2007,51854,H4,18.1,Found,39.69,-117.62,"39.69, -117.62"
38110,2007,51855,H5,9.3,Found,39.68,-117.63,"39.68, -117.63"
38111,2007,51856,H6,10.7,Found,39.68,-117.61,"39.68, -117.61"
24418,2007,51104,H5,184.8,Found,0.0,0.0,"0.0, 0.0"
24417,2007,51103,L6,257.3,Found,0.0,0.0,"0.0, 0.0"
24416,2007,51102,H5,413.0,Found,0.0,0.0,"0.0, 0.0"
24415,2007,51101,L5,258.9,Found,0.0,0.0,"0.0, 0.0"
24414,2007,51100,L6,431.9,Found,0.0,0.0,"0.0, 0.0"
24413,2007,51099,L6,362.4,Found,0.0,0.0,"0.0, 0.0"
24412,2007,51098,H5,234.1,Found,0.0,0.0,"0.0, 0.0"
24411,2007,51097,H6,270.1,Found,0.0,0.0,"0.0, 0.0"
24410,2007,51096,L6,240.0,Found,0.0,0.0,"0.0, 0.0"
24409,2007,51095,L6,349.4,Found,0.0,0.0,"0.0, 0.0"
24407,2007,51093,H6,930.0,Found,0.0,0.0,"0.0, 0.0"
37560,2007,51680,H~5,6.1,Found,18.26,53.99,"18.26, 53.99"
37559,2007,51679,H5,11.7,Found,18.26,53.99,"18.26, 53.99"
37558,2007,45950,H~5,23.9,Found,18.26,53.99,"18.26, 53.99"
24481,2007,51165,H5,118.2,Found,0.0,0.0,"0.0, 0.0"
24480,2007,51164,H5,139.9,Found,0.0,0.0,"0.0, 0.0"
24479,2007,51163,H6,109.7,Found,0.0,0.0,"0.0, 0.0"
24478,2007,51162,H6,138.4,Found,0.0,0.0,"0.0, 0.0"
24477,2007,51161,H6,350.8,Found,0.0,0.0,"0.0, 0.0"
24476,2007,51160,H6,285.2,Found,0.0,0.0,"0.0, 0.0"
24475,2007,51159,H6,254.9,Found,0.0,0.0,"0.0, 0.0"
24474,2007,52174,CO3,13.1,Found,0.0,0.0,"0.0, 0.0"
24473,2007,51158,L5,54.8,Found,0.0,0.0,"0.0, 0.0"
24472,2007,51157,H5,7.1,Found,0.0,0.0,"0.0, 0.0"
37271,2007,51661,H5,90.7,Found,21.1,57.27,"21.1, 57.27"
37272,2007,45930,LL~5,37.9,Found,20.54,56.67,"20.54, 56.67"
37273,2007,45931,LL~5,5.9,Found,20.55,56.68,"20.55, 56.68"
37274,2007,45932,LL~3,11.7,Found,20.55,56.68,"20.55, 56.68"
37275,2007,45933,L~6,28.6,Found,20.54,56.68,"20.54, 56.68"
37276,2007,45934,LL~5,4.7,Found,20.54,56.67,"20.54, 56.67"
37277,2007,45935,LL~5,17.4,Found,20.53,56.67,"20.53, 56.67"
37278,2007,45936,LL~5,31.3,Found,20.53,56.67,"20.53, 56.67"
37279,2007,45937,LL~3,15.1,Found,20.53,56.67,"20.53, 56.67"
37280,2007,45938,LL~3,32.8,Found,20.55,56.69,"20.55, 56.69"
37281,2007,45939,LL~5,2.5,Found,20.54,56.67,"20.54, 56.67"
37306,2007,48643,H4,135.87,Found,20.92,57.14,"20.92, 57.14"
37307,2007,48644,H5,75.87,Found,20.26,56.54,"20.26, 56.54"
37308,2007,48645,H4,108.75,Found,20.4,56.59,"20.4, 56.59"
37309,2007,48646,L6,52.39,Found,20.44,56.65,"20.44, 56.65"
24482,2007,51166,H5,112.8,Found,0.0,0.0,"0.0, 0.0"
37310,2007,48647,L6,157.46,Found,20.45,56.66,"20.45, 56.66"
24484,2007,51167,H5,133.8,Found,0.0,0.0,"0.0, 0.0"
24486,2007,51169,L6,269.2,Found,0.0,0.0,"0.0, 0.0"
24504,2007,51185,H6,371.4,Found,0.0,0.0,"0.0, 0.0"
24503,2007,51184,H6,156.4,Found,0.0,0.0,"0.0, 0.0"
24502,2007,51183,H5,180.3,Found,0.0,0.0,"0.0, 0.0"
24501,2007,51182,H5,210.4,Found,0.0,0.0,"0.0, 0.0"
24500,2007,51181,L5,213.3,Found,0.0,0.0,"0.0, 0.0"
24499,2007,51180,L5,378.6,Found,0.0,0.0,"0.0, 0.0"
24498,2007,51179,L6,303.4,Found,0.0,0.0,"0.0, 0.0"
24497,2007,51178,H6,221.1,Found,0.0,0.0,"0.0, 0.0"
24496,2007,51177,H5,358.3,Found,0.0,0.0,"0.0, 0.0"
24495,2007,51176,L4,179.1,Found,0.0,0.0,"0.0, 0.0"
24493,2007,51175,L4,146.6,Found,0.0,0.0,"0.0, 0.0"
24491,2007,51173,H6,72.1,Found,0.0,0.0,"0.0, 0.0"
24490,2007,51172,H5,106.6,Found,0.0,0.0,"0.0, 0.0"
24488,2007,51171,H6,264.5,Found,0.0,0.0,"0.0, 0.0"
24487,2007,51170,L5,332.6,Found,0.0,0.0,"0.0, 0.0"
36748,2007,48680,H5,209.9,Found,-25.45,-69.86,"-25.45, -69.86"
36749,2007,48681,L4,229.3,Found,-25.45,-69.86,"-25.45, -69.86"
36750,2007,48682,H6,186.1,Found,-25.45,-69.86,"-25.45, -69.86"
36751,2007,48683,H3.6,242.1,Found,-25.45,-69.86,"-25.45, -69.86"
36752,2007,48684,H6,398.9,Found,-25.45,-69.85,"-25.45, -69.85"
36753,2007,48685,LL6,103.78,Found,-25.45,-69.85,"-25.45, -69.85"
36754,2007,48686,CO3,45.56,Found,-25.45,-69.87,"-25.45, -69.87"
36755,2007,48687,H3.8,21.06,Found,-25.45,-69.87,"-25.45, -69.87"
36756,2007,48688,H4,33.66,Found,-25.45,-69.87,"-25.45, -69.87"
36757,2007,48689,H5,66.79,Found,-25.44,-69.9,"-25.44, -69.9"
24485,2007,51168,H6,256.4,Found,0.0,0.0,"0.0, 0.0"
24506,2007,51187,H6,56.0,Found,0.0,0.0,"0.0, 0.0"
37311,2007,48648,H5,49.25,Found,20.6,56.98,"20.6, 56.98"
24470,2007,51155,H6,47.6,Found,0.0,0.0,"0.0, 0.0"
24440,2007,51126,H6,0.3,Found,0.0,0.0,"0.0, 0.0"
24439,2007,51125,L6,6.7,Found,0.0,0.0,"0.0, 0.0"
24438,2007,51124,H6,1.6,Found,0.0,0.0,"0.0, 0.0"
24437,2007,51123,H6,0.8,Found,0.0,0.0,"0.0, 0.0"
24436,2007,51122,H5,0.4,Found,0.0,0.0,"0.0, 0.0"
24435,2007,51121,L6,81.9,Found,0.0,0.0,"0.0, 0.0"
13020,2007,51007,H5,128.63,Found,26.82,27.14,"26.82, 27.14"
13019,2007,51006,H5,146.04,Found,26.83,27.14,"26.83, 27.14"
24434,2007,51120,H5,53.0,Found,0.0,0.0,"0.0, 0.0"
13018,2007,51005,H4,66.94,Found,26.77,26.54,"26.77, 26.54"
13017,2007,51004,H5,128.91,Found,26.63,26.2,"26.63, 26.2"
13016,2007,51003,H5/6,40.94,Found,26.62,26.2,"26.62, 26.2"
37545,2007,45949,L~6,36.8,Found,18.25,54.0,"18.25, 54.0"
37546,2007,51668,H~5,12.5,Found,18.25,54.0,"18.25, 54.0"
37547,2007,51669,H~5,2.4,Found,18.25,54.0,"18.25, 54.0"
37548,2007,51670,H~5,2.9,Found,18.25,54.0,"18.25, 54.0"
37549,2007,51671,H~5,2.9,Found,18.25,54.0,"18.25, 54.0"
37550,2007,51672,H~5,4.8,Found,18.25,54.0,"18.25, 54.0"
37551,2007,51715,L/LL4,10.2,Found,18.25,54.0,"18.25, 54.0"
37552,2007,51673,H~5,6.8,Found,18.25,54.0,"18.25, 54.0"
37553,2007,51674,H~5,8.2,Found,18.25,53.99,"18.25, 53.99"
37554,2007,51675,H4,49.0,Found,18.26,53.99,"18.26, 53.99"
37555,2007,51676,H~5,46.2,Found,18.26,53.99,"18.26, 53.99"
37556,2007,51677,H~5,48.2,Found,18.26,53.99,"18.26, 53.99"
37557,2007,51678,H~5,1.9,Found,18.26,53.99,"18.26, 53.99"
24441,2007,52173,LL6,1.1,Found,0.0,0.0,"0.0, 0.0"
24471,2007,51156,H6,9.1,Found,0.0,0.0,"0.0, 0.0"
24442,2007,51127,L6,0.4,Found,0.0,0.0,"0.0, 0.0"
24444,2007,51129,L6,1.9,Found,0.0,0.0,"0.0, 0.0"
24469,2007,51154,H6,25.2,Found,0.0,0.0,"0.0, 0.0"
24468,2007,51153,LL5,1.1,Found,0.0,0.0,"0.0, 0.0"
24467,2007,51152,H6,0.5,Found,0.0,0.0,"0.0, 0.0"
24466,2007,51151,H5,7.8,Found,0.0,0.0,"0.0, 0.0"
24465,2007,51150,H6,3.2,Found,0.0,0.0,"0.0, 0.0"
24464,2007,51149,H5,32.9,Found,0.0,0.0,"0.0, 0.0"
24463,2007,51148,L5,7.5,Found,0.0,0.0,"0.0, 0.0"
24462,2007,51147,H5,13.0,Found,0.0,0.0,"0.0, 0.0"
24461,2007,51146,H5,14.5,Found,0.0,0.0,"0.0, 0.0"
24460,2007,51145,H5,0.8,Found,0.0,0.0,"0.0, 0.0"
24459,2007,51144,H5,4.2,Found,0.0,0.0,"0.0, 0.0"
24458,2007,51143,H5,12.6,Found,0.0,0.0,"0.0, 0.0"
24457,2007,51142,H5,3.4,Found,0.0,0.0,"0.0, 0.0"
24456,2007,51141,H5,20.9,Found,0.0,0.0,"0.0, 0.0"
24455,2007,51140,H5,57.7,Found,0.0,0.0,"0.0, 0.0"
24454,2007,51139,H5,0.6,Found,0.0,0.0,"0.0, 0.0"
24453,2007,51138,H5,10.4,Found,0.0,0.0,"0.0, 0.0"
24452,2007,51137,H5,13.1,Found,0.0,0.0,"0.0, 0.0"
24451,2007,51136,H5,1.4,Found,0.0,0.0,"0.0, 0.0"
24450,2007,51135,H5,4.5,Found,0.0,0.0,"0.0, 0.0"
24449,2007,51134,H5,0.3,Found,0.0,0.0,"0.0, 0.0"
24448,2007,51133,L6,0.3,Found,0.0,0.0,"0.0, 0.0"
24447,2007,51132,H5,9.4,Found,0.0,0.0,"0.0, 0.0"
24446,2007,51131,H6,18.8,Found,0.0,0.0,"0.0, 0.0"
24445,2007,51130,H6,0.7,Found,0.0,0.0,"0.0, 0.0"
24443,2007,51128,L5,0.8,Found,0.0,0.0,"0.0, 0.0"
1618,2007,49714,LL5,1.1,Found,40.33,81.25,"40.33, 81.25"
24734,2007,52250,H5,2.8,Found,0.0,0.0,"0.0, 0.0"
24736,2007,53203,CO3,13.9,Found,0.0,0.0,"0.0, 0.0"
25063,2007,51394,CV3,16.4,Found,0.0,0.0,"0.0, 0.0"
25062,2007,51393,CO3,1.4,Found,0.0,0.0,"0.0, 0.0"
25061,2007,52353,CV3,12.7,Found,0.0,0.0,"0.0, 0.0"
25060,2007,51392,CM2,5.2,Found,0.0,0.0,"0.0, 0.0"
25059,2007,51391,CV3,4.0,Found,0.0,0.0,"0.0, 0.0"
30543,2007,56361,H4,126.8,Found,0.0,0.0,"0.0, 0.0"
30544,2007,56362,L5,614.6,Found,0.0,0.0,"0.0, 0.0"
30545,2007,56363,L5,759.0,Found,0.0,0.0,"0.0, 0.0"
30548,2007,56366,L5,80.0,Found,0.0,0.0,"0.0, 0.0"
30549,2007,56367,L5,154.2,Found,0.0,0.0,"0.0, 0.0"
30550,2007,56368,L5,189.3,Found,0.0,0.0,"0.0, 0.0"
25066,2007,51395,CV3,2.0,Found,0.0,0.0,"0.0, 0.0"
30554,2007,56554,Ureilite,210.0,Found,0.0,0.0,"0.0, 0.0"
25057,2007,53332,CM1,12.2,Found,0.0,0.0,"0.0, 0.0"
25056,2007,51389,CO3,0.9,Found,0.0,0.0,"0.0, 0.0"
25053,2007,51388,CV3,9.7,Found,0.0,0.0,"0.0, 0.0"
25052,2007,51387,CV3,1.3,Found,0.0,0.0,"0.0, 0.0"
25051,2007,51386,CV3,3.1,Found,0.0,0.0,"0.0, 0.0"
25050,2007,51385,CM2,5.1,Found,0.0,0.0,"0.0, 0.0"
25049,2007,51384,CV3,20.7,Found,0.0,0.0,"0.0, 0.0"
25048,2007,51383,CM2,2.5,Found,0.0,0.0,"0.0, 0.0"
25046,2007,51382,CV3,7.7,Found,0.0,0.0,"0.0, 0.0"
25045,2007,49711,CM1/2,1.2,Found,0.0,0.0,"0.0, 0.0"
25043,2007,51381,CM2,37.4,Found,0.0,0.0,"0.0, 0.0"
25058,2007,51390,CV3,4.9,Found,0.0,0.0,"0.0, 0.0"
25068,2007,51396,CM2,5.7,Found,0.0,0.0,"0.0, 0.0"
25069,2007,51397,CM2,7.4,Found,0.0,0.0,"0.0, 0.0"
25070,2007,51398,CM2,13.6,Found,0.0,0.0,"0.0, 0.0"
29674,2007,51500,H4,360.0,Found,0.0,0.0,"0.0, 0.0"
29675,2007,51501,H5,390.0,Found,0.0,0.0,"0.0, 0.0"
29676,2007,51502,L5,170.0,Found,0.0,0.0,"0.0, 0.0"
29677,2007,51503,L5,160.0,Found,0.0,0.0,"0.0, 0.0"
29678,2007,51504,LL6,130.0,Found,0.0,0.0,"0.0, 0.0"
29693,2007,51524,L4,29.1,Found,0.0,0.0,"0.0, 0.0"
29707,2007,51538,H6,1374.12,Found,30.46,-5.49,"30.46, -5.49"
29708,2007,51539,H4,296.05,Found,0.0,0.0,"0.0, 0.0"
29736,2007,51754,"Iron, IAB-MG",726.0,Found,0.0,0.0,"0.0, 0.0"
29767,2007,51813,H6,398.0,Found,0.0,0.0,"0.0, 0.0"
29768,2007,51814,L5,1934.0,Found,0.0,0.0,"0.0, 0.0"
29866,2007,52470,LL3-6,850.0,Found,0.0,0.0,"0.0, 0.0"
29938,2007,52917,H5,98.0,Found,0.0,0.0,"0.0, 0.0"
29941,2007,52919,H5,198.0,Found,0.0,0.0,"0.0, 0.0"
29975,2007,53634,Lodranite,15.85,Found,0.0,0.0,"0.0, 0.0"
30058,2007,53626,LL3.6,10.0,Found,0.0,0.0,"0.0, 0.0"
30083,2007,54666,Eucrite-cm,13.7,Found,0.0,0.0,"0.0, 0.0"
30123,2007,53848,H5,73.0,Found,0.0,0.0,"0.0, 0.0"
30146,2007,54506,"Iron, IAB-MG",20620.0,Found,0.0,0.0,"0.0, 0.0"
30359,2007,55345,CK5,276.0,Found,0.0,0.0,"0.0, 0.0"
30440,2007,56074,R5,650.0,Found,22.2,-13.15,"22.2, -13.15"
30459,2007,55740,Brachinite,50.8,Found,0.0,0.0,"0.0, 0.0"
30467,2007,55747,L6,130.2,Found,0.0,0.0,"0.0, 0.0"
30485,2007,56306,EL5,170.0,Found,0.0,0.0,"0.0, 0.0"
25078,2007,52354,L4,147.1,Found,0.0,0.0,"0.0, 0.0"
25042,2007,51380,CM2,4.2,Found,0.0,0.0,"0.0, 0.0"
25040,2007,51379,CM2,1.8,Found,0.0,0.0,"0.0, 0.0"
25037,2007,51378,CV3,15.8,Found,0.0,0.0,"0.0, 0.0"
25036,2007,49710,CM2,3.0,Found,0.0,0.0,"0.0, 0.0"
24994,2007,53302,H6,12.3,Found,0.0,0.0,"0.0, 0.0"
24993,2007,53301,H5,3.5,Found,0.0,0.0,"0.0, 0.0"
24992,2007,53300,L5,7.1,Found,0.0,0.0,"0.0, 0.0"
24991,2007,53299,CO3,5.2,Found,0.0,0.0,"0.0, 0.0"
24990,2007,53298,H5,4.8,Found,0.0,0.0,"0.0, 0.0"
24989,2007,52352,L6,8.8,Found,0.0,0.0,"0.0, 0.0"
24988,2007,52351,L5,11.4,Found,0.0,0.0,"0.0, 0.0"
24987,2007,52350,H5,4.3,Found,0.0,0.0,"0.0, 0.0"
24986,2007,53297,CO3,5.4,Found,0.0,0.0,"0.0, 0.0"
24985,2007,52349,L6,2.9,Found,0.0,0.0,"0.0, 0.0"
24984,2007,52348,H5,1.3,Found,0.0,0.0,"0.0, 0.0"
24982,2007,52347,H6,6.1,Found,0.0,0.0,"0.0, 0.0"
30629,2007,56589,L~5,148.0,Found,0.0,0.0,"0.0, 0.0"
24981,2007,52346,L6,9.8,Found,0.0,0.0,"0.0, 0.0"
24980,2007,52345,LL6,7.1,Found,0.0,0.0,"0.0, 0.0"
24979,2007,53296,L6,0.3,Found,0.0,0.0,"0.0, 0.0"
24978,2007,53295,H6,0.4,Found,0.0,0.0,"0.0, 0.0"
24977,2007,53294,L6,0.2,Found,0.0,0.0,"0.0, 0.0"
24976,2007,53293,H6,0.3,Found,0.0,0.0,"0.0, 0.0"
24975,2007,53292,H6,1.0,Found,0.0,0.0,"0.0, 0.0"
24974,2007,53291,L6,1.2,Found,0.0,0.0,"0.0, 0.0"
24973,2007,53290,LL6,1.5,Found,0.0,0.0,"0.0, 0.0"
24972,2007,53289,LL6,1.2,Found,0.0,0.0,"0.0, 0.0"
24971,2007,53288,L6,0.7,Found,0.0,0.0,"0.0, 0.0"
24970,2007,53287,H5,0.6,Found,0.0,0.0,"0.0, 0.0"
24995,2007,53303,LL6,6.0,Found,0.0,0.0,"0.0, 0.0"
29673,2007,51499,H4,95.0,Found,0.0,0.0,"0.0, 0.0"
24996,2007,53304,CO3,7.2,Found,0.0,0.0,"0.0, 0.0"
24998,2007,53306,CO3,4.4,Found,0.0,0.0,"0.0, 0.0"
25025,2007,53331,H6,1.5,Found,0.0,0.0,"0.0, 0.0"
25024,2007,53330,L6,5.2,Found,0.0,0.0,"0.0, 0.0"
25022,2007,53329,H5,3.4,Found,0.0,0.0,"0.0, 0.0"
25021,2007,53328,EH3,2.0,Found,0.0,0.0,"0.0, 0.0"
25020,2007,53327,H5,3.3,Found,0.0,0.0,"0.0, 0.0"
25019,2007,53326,L6,4.0,Found,0.0,0.0,"0.0, 0.0"
25018,2007,53325,L6,1.3,Found,0.0,0.0,"0.0, 0.0"
25017,2007,53324,LL5,4.3,Found,0.0,0.0,"0.0, 0.0"
25016,2007,53323,H5,1.8,Found,0.0,0.0,"0.0, 0.0"
25015,2007,53322,L6,0.7,Found,0.0,0.0,"0.0, 0.0"
25014,2007,53321,LL6,3.0,Found,0.0,0.0,"0.0, 0.0"
25013,2007,53320,L5,0.8,Found,0.0,0.0,"0.0, 0.0"
25012,2007,53319,L6,1.0,Found,0.0,0.0,"0.0, 0.0"
25011,2007,53318,L6,1.0,Found,0.0,0.0,"0.0, 0.0"
25010,2007,53317,L6,0.9,Found,0.0,0.0,"0.0, 0.0"
25009,2007,53316,H5,3.0,Found,0.0,0.0,"0.0, 0.0"
25008,2007,53315,L5,13.9,Found,0.0,0.0,"0.0, 0.0"
25007,2007,53314,H6,2.3,Found,0.0,0.0,"0.0, 0.0"
25006,2007,53313,L5,3.4,Found,0.0,0.0,"0.0, 0.0"
25005,2007,53312,L5,14.5,Found,0.0,0.0,"0.0, 0.0"
25003,2007,53311,H6,11.1,Found,0.0,0.0,"0.0, 0.0"
25002,2007,53310,H6,7.1,Found,0.0,0.0,"0.0, 0.0"
25001,2007,53309,CO3,3.6,Found,0.0,0.0,"0.0, 0.0"
25000,2007,53308,LL5,4.5,Found,0.0,0.0,"0.0, 0.0"
24999,2007,53307,CO3,6.1,Found,0.0,0.0,"0.0, 0.0"
24997,2007,53305,L5,7.7,Found,0.0,0.0,"0.0, 0.0"
29672,2007,51498,H4,48.0,Found,0.0,0.0,"0.0, 0.0"
29671,2007,51497,L4,80.0,Found,0.0,0.0,"0.0, 0.0"
29670,2007,51496,H3,100.0,Found,0.0,0.0,"0.0, 0.0"
29094,2007,47165,CK4,100.0,Found,0.0,0.0,"0.0, 0.0"
29095,2007,47166,CK4,53.0,Found,0.0,0.0,"0.0, 0.0"
29096,2007,47167,LL3.7,2073.0,Found,0.0,0.0,"0.0, 0.0"
29098,2007,47168,CR2,2445.0,Found,0.0,0.0,"0.0, 0.0"
29187,2007,47252,CH3,23.0,Found,0.0,0.0,"0.0, 0.0"
29188,2007,47253,LL7,533.0,Found,0.0,0.0,"0.0, 0.0"
29189,2007,47254,L4,67.0,Found,0.0,0.0,"0.0, 0.0"
29190,2007,47255,L5,235.0,Found,0.0,0.0,"0.0, 0.0"
29192,2007,47257,LL6,223.2,Found,0.0,0.0,"0.0, 0.0"
29199,2007,47288,Angrite,859.0,Found,0.0,0.0,"0.0, 0.0"
29207,2007,47321,Ureilite,11730.0,Found,0.0,0.0,"0.0, 0.0"
29208,2007,47322,CO3.8,109.0,Found,0.0,0.0,"0.0, 0.0"
29212,2007,47325,LL3.05,128.0,Found,0.0,0.0,"0.0, 0.0"
29214,2007,47327,Howardite,245.0,Found,0.0,0.0,"0.0, 0.0"
29215,2007,47328,Ureilite,224.0,Found,0.0,0.0,"0.0, 0.0"
29218,2007,47330,CK,276.0,Found,0.0,0.0,"0.0, 0.0"
29219,2007,47331,CV3,181.0,Found,0.0,0.0,"0.0, 0.0"
29221,2007,47332,Martian (shergottite),50.7,Found,0.0,0.0,"0.0, 0.0"
29222,2007,47333,Eucrite,198.0,Found,0.0,0.0,"0.0, 0.0"
29224,2007,47336,Eucrite,76.0,Found,0.0,0.0,"0.0, 0.0"
29225,2007,47337,Martian (shergottite),60.0,Found,0.0,0.0,"0.0, 0.0"
29227,2007,47338,LL4-6,135.0,Found,0.0,0.0,"0.0, 0.0"
29228,2007,47339,LL6,90.0,Found,0.0,0.0,"0.0, 0.0"
29229,2007,47340,Howardite,60.0,Found,0.0,0.0,"0.0, 0.0"
29237,2007,49007,H5,119.0,Found,0.0,0.0,"0.0, 0.0"
