,year,id,recclass,mass (g),fall,reclat,reclong,GeoLocation
15168,2006,50354,L6 ,29.87,Found,-72.78,75.32,"-72.78, 75.32"
15169,2006,50355,L5,20.55,Found,-72.78,75.32,"-72.78, 75.32"
15170,2006,50356,L5,11.52,Found,-72.78,75.32,"-72.78, 75.32"
15186,2006,46966,L6,20.35,Found,-72.77,75.34,"-72.77, 75.34"
15185,2006,50362,L6,29.65,Found,-72.77,75.34,"-72.77, 75.34"
15184,2006,50361,L3,49.43,Found,-72.78,75.34,"-72.78, 75.34"
15183,2006,50360,H5,30.76,Found,-72.77,75.34,"-72.77, 75.34"
28166,2006,33602,LL6,67.0,Found,0.0,0.0,"0.0, 0.0"
15182,2006,48265,H6,0.76,Found,-72.98,75.26,"-72.98, 75.26"
15181,2006,46965,L4,20.79,Found,-72.78,75.34,"-72.78, 75.34"
15180,2006,50359,L5,78.11,Found,-72.77,75.34,"-72.77, 75.34"
28182,2006,33618,L5,10.0,Found,0.0,0.0,"0.0, 0.0"
28165,2006,33601,L4,2094.0,Found,0.0,0.0,"0.0, 0.0"
15178,2006,48264,L6,242.0,Found,-72.78,75.34,"-72.78, 75.34"
15177,2006,48263,H5,0.82,Found,-72.77,75.34,"-72.77, 75.34"
15176,2006,46963,H5,1.69,Found,-72.77,75.34,"-72.77, 75.34"
15175,2006,46962,L5,2.24,Found,-72.77,75.34,"-72.77, 75.34"
15174,2006,44887,L5,96.7,Found,-72.77,75.34,"-72.77, 75.34"
15173,2006,50358,L6,3.84,Found,-72.78,75.32,"-72.78, 75.32"
15172,2006,50357,L6 ,6.43,Found,-72.78,75.32,"-72.78, 75.32"
15171,2006,48262,L6,12.76,Found,-72.98,75.26,"-72.98, 75.26"
15179,2006,46964,L6,135.4,Found,-72.78,75.34,"-72.78, 75.34"
28183,2006,33619,H4,16.0,Found,0.0,0.0,"0.0, 0.0"
28181,2006,33617,L5,13.0,Found,0.0,0.0,"0.0, 0.0"
15213,2006,48278,H4,0.7,Found,-72.78,75.34,"-72.78, 75.34"
15229,2006,50377,L5,5.13,Found,-72.77,75.35,"-72.77, 75.35"
15228,2006,50376,H5,0.51,Found,-72.77,75.34,"-72.77, 75.34"
15227,2006,48283,H3,1.19,Found,-72.98,75.27,"-72.98, 75.27"
15226,2006,50375,H5,1.57,Found,-72.77,75.34,"-72.77, 75.34"
15225,2006,50374,L5,1.81,Found,-72.77,75.34,"-72.77, 75.34"
15224,2006,50373,L6,1.39,Found,-72.77,75.34,"-72.77, 75.34"
15223,2006,48282,L6,1.84,Found,-72.77,75.34,"-72.77, 75.34"
28771,2006,45523,CO3,11.0,Found,0.0,0.0,"0.0, 0.0"
15222,2006,50372,H5 ,1.78,Found,-72.77,75.34,"-72.77, 75.34"
15221,2006,46476,L6,4.37,Found,-72.77,75.34,"-72.77, 75.34"
15220,2006,46968,L6,5.25,Found,-72.77,75.34,"-72.77, 75.34"
15219,2006,46475,H6,7.76,Found,-72.77,75.34,"-72.77, 75.34"
15218,2006,50371,H6,0.5,Found,-72.77,75.34,"-72.77, 75.34"
15217,2006,48281,H5,0.77,Found,-72.77,75.34,"-72.77, 75.34"
15216,2006,48280,H5,1.3,Found,-72.98,75.27,"-72.98, 75.27"
15215,2006,48279,L6,1.2,Found,-72.77,75.34,"-72.77, 75.34"
15214,2006,46474,L6,4.27,Found,-72.77,75.34,"-72.77, 75.34"
28776,2006,45528,CV3,15.0,Found,0.0,0.0,"0.0, 0.0"
15230,2006,50378,L5,2.21,Found,-72.77,75.35,"-72.77, 75.35"
28781,2006,45532,CO3,53.0,Found,0.0,0.0,"0.0, 0.0"
28783,2006,45534,Howardite,71.0,Found,0.0,0.0,"0.0, 0.0"
28817,2006,45561,H6,54.5,Found,0.0,0.0,"0.0, 0.0"
28815,2006,45560,H5/6,26.0,Found,0.0,0.0,"0.0, 0.0"
28814,2006,45559,L5/6,93.5,Found,0.0,0.0,"0.0, 0.0"
15236,2006,48287,L6,438.0,Found,-72.78,75.3,"-72.78, 75.3"
15235,2006,50380,L6,0.51,Found,-72.77,75.34,"-72.77, 75.34"
15234,2006,48286,L5,0.76,Found,-72.77,75.34,"-72.77, 75.34"
28813,2006,45558,L3,26.4,Found,0.0,0.0,"0.0, 0.0"
28812,2006,45557,CV3,242.1,Found,0.0,0.0,"0.0, 0.0"
28184,2006,33620,LL6,15.0,Found,0.0,0.0,"0.0, 0.0"
28811,2006,45556,L6,486.7,Found,0.0,0.0,"0.0, 0.0"
28809,2006,45555,H5,738.3,Found,0.0,0.0,"0.0, 0.0"
28808,2006,45554,L6,833.5,Found,0.0,0.0,"0.0, 0.0"
28807,2006,45553,L4/5,963.5,Found,0.0,0.0,"0.0, 0.0"
28806,2006,45552,H6,383.2,Found,0.0,0.0,"0.0, 0.0"
28805,2006,45551,L6,59.6,Found,0.0,0.0,"0.0, 0.0"
15232,2006,50379,L6,2.23,Found,-72.77,75.35,"-72.77, 75.35"
28789,2006,44983,Angrite,212.8,Found,30.32,-4.94,"30.32, -4.94"
15231,2006,48284,L4,1.76,Found,-72.77,75.35,"-72.77, 75.35"
15233,2006,48285,L6,0.95,Found,-72.77,75.35,"-72.77, 75.35"
15212,2006,48277,H5,0.82,Found,-72.78,75.34,"-72.78, 75.34"
14797,2006,46410,LL4,9.15,Found,-73.1,75.18,"-73.1, 75.18"
15211,2006,48276,H4,0.77,Found,-72.78,75.34,"-72.78, 75.34"
15206,2006,46472,L6,16.86,Found,-72.77,75.33,"-72.77, 75.33"
28466,2006,45441,H4,301.4,Found,0.0,0.0,"0.0, 0.0"
28458,2006,35340,"Iron, IAB-MG",1013.0,Found,0.0,0.0,"0.0, 0.0"
15205,2006,50369,L6,12.47,Found,-72.77,75.33,"-72.77, 75.33"
15204,2006,50368,L6,26.76,Found,-72.77,75.34,"-72.77, 75.34"
15203,2006,48273,L6,20.26,Found,-72.77,75.34,"-72.77, 75.34"
28208,2006,33645,H5,71.8,Found,0.0,0.0,"0.0, 0.0"
28199,2006,33635,Howardite,7.09,Found,0.0,0.0,"0.0, 0.0"
15207,2006,48274,L6,9.35,Found,-72.78,75.32,"-72.78, 75.32"
28198,2006,33634,Eucrite-pmict,679.0,Found,0.0,0.0,"0.0, 0.0"
28192,2006,33628,CV3,414.7,Found,0.0,0.0,"0.0, 0.0"
28191,2006,33627,L3,85.1,Found,0.0,0.0,"0.0, 0.0"
28190,2006,33626,H3.05,42.4,Found,0.0,0.0,"0.0, 0.0"
15202,2006,46471,L6,17.07,Found,-72.78,75.33,"-72.78, 75.33"
15201,2006,50367,L6,49.73,Found,-72.77,75.33,"-72.77, 75.33"
28187,2006,33623,H5,489.0,Found,0.0,0.0,"0.0, 0.0"
28186,2006,33622,L6,34.0,Found,0.0,0.0,"0.0, 0.0"
28185,2006,33621,LL6,9.0,Found,0.0,0.0,"0.0, 0.0"
28193,2006,33629,Acapulcoite,82.1,Found,0.0,0.0,"0.0, 0.0"
28649,2006,45433,H6,90.1,Found,0.0,0.0,"0.0, 0.0"
28576,2006,45574,L5/6,37.0,Found,0.0,0.0,"0.0, 0.0"
28748,2006,45513,L3.7,531.0,Found,0.0,0.0,"0.0, 0.0"
28653,2006,45438,CK4,147.72,Found,32.27,-3.47,"32.27, -3.47"
28655,2006,44942,LL5,756.0,Found,21.6,-16.5,"21.6, -16.5"
28676,2006,45452,Lodranite,36.3,Found,0.0,0.0,"0.0, 0.0"
28686,2006,45575,L5,6500.0,Found,0.0,0.0,"0.0, 0.0"
28725,2006,45498,CO3,35.9,Found,0.0,0.0,"0.0, 0.0"
15208,2006,50370,L6,11.83,Found,-72.77,75.33,"-72.77, 75.33"
28745,2006,45511,Diogenite,70.0,Found,0.0,0.0,"0.0, 0.0"
28652,2006,45437,CO3,249.73,Found,32.32,-4.07,"32.32, -4.07"
15210,2006,46473,H5,2.21,Found,-72.78,75.34,"-72.78, 75.34"
15209,2006,48275,L6 ,12.74,Found,-72.98,75.27,"-72.98, 75.27"
28756,2006,45515,LL3.2,400.0,Found,0.0,0.0,"0.0, 0.0"
7241,2007,51593,H5,11.7,Found,18.25,54.0,"18.25, 54.0"
7428,2007,54838,Lunar (bas/anor),2.51,Found,18.46,54.06,"18.46, 54.06"
5868,2007,47349,H6,265.0,Found,28.21,15.55,"28.21, 15.55"
5866,2007,47348,H5,88.0,Found,27.27,16.36,"27.27, 16.36"
5873,2007,53638,Eucrite-pmict,305.0,Found,27.38,16.47,"27.38, 16.47"
5226,2007,55334,L6,859.7,Found,34.7,-114.19,"34.7, -114.19"
148,2007,48653,Eucrite,324.0,Fell,-31.35,129.19,"-31.35, 129.19"
6892,2007,48655,H4/5,11.3,Found,32.32,-111.08,"32.32, -111.08"
45674,2007,52641,H4,76000.0,Found,39.35,-114.41,"39.35, -114.41"
5054,2007,51586,L5,4620.0,Found,55.55,35.3,"55.55, 35.3"
7421,2007,52887,CM2,6.18,Found,18.67,54.44,"18.67, 54.44"
7240,2007,48539,CM-an,42.0,Found,18.36,54.03,"18.36, 54.03"
16957,2007,51401,L6,63.8,Found,19.79,56.43,"19.79, 56.43"
24492,2007,51174,H6,104.6,Found,0.0,0.0,"0.0, 0.0"
24591,2007,53193,L5,18.4,Found,0.0,0.0,"0.0, 0.0"
24590,2007,52191,H6,9.9,Found,0.0,0.0,"0.0, 0.0"
24589,2007,52190,LL5,20.3,Found,0.0,0.0,"0.0, 0.0"
24588,2007,52189,L6,11.5,Found,0.0,0.0,"0.0, 0.0"
24587,2007,52188,LL6,32.2,Found,0.0,0.0,"0.0, 0.0"
24586,2007,52187,L6,38.2,Found,0.0,0.0,"0.0, 0.0"
24585,2007,52186,H6,32.4,Found,0.0,0.0,"0.0, 0.0"
24584,2007,52185,LL5,122.6,Found,0.0,0.0,"0.0, 0.0"
24583,2007,52184,LL5,191.9,Found,0.0,0.0,"0.0, 0.0"
24582,2007,52183,L5,84.4,Found,0.0,0.0,"0.0, 0.0"
24581,2007,52182,H5,119.5,Found,0.0,0.0,"0.0, 0.0"
35598,2007,48631,H4-5,27.92,Found,22.03,58.21,"22.03, 58.21"
24580,2007,52181,LL5,117.2,Found,0.0,0.0,"0.0, 0.0"
24578,2007,52179,L6,100.7,Found,0.0,0.0,"0.0, 0.0"
24577,2007,52178,LL5,99.1,Found,0.0,0.0,"0.0, 0.0"
24576,2007,52177,L5,59.8,Found,0.0,0.0,"0.0, 0.0"
24575,2007,52176,L6,88.6,Found,0.0,0.0,"0.0, 0.0"
24574,2007,51252,L6,130.4,Found,0.0,0.0,"0.0, 0.0"
24573,2007,51251,L6,75.2,Found,0.0,0.0,"0.0, 0.0"
24572,2007,51250,L6,85.5,Found,0.0,0.0,"0.0, 0.0"
24571,2007,51249,L6,59.5,Found,0.0,0.0,"0.0, 0.0"
24570,2007,51248,H6,64.9,Found,0.0,0.0,"0.0, 0.0"
24569,2007,51247,H6,73.1,Found,0.0,0.0,"0.0, 0.0"
24568,2007,52175,CO3,67.7,Found,0.0,0.0,"0.0, 0.0"
24579,2007,52180,H5,244.9,Found,0.0,0.0,"0.0, 0.0"
35597,2007,48630,H5,97.86,Found,22.03,58.2,"22.03, 58.2"
16956,2007,50997,L6,438.7,Found,19.78,56.42,"19.78, 56.42"
24592,2007,52192,H5,8.0,Found,0.0,0.0,"0.0, 0.0"
24616,2007,51264,EH3,33.6,Found,0.0,0.0,"0.0, 0.0"
24615,2007,51263,H5,28.9,Found,0.0,0.0,"0.0, 0.0"
24614,2007,52202,L5,11.2,Found,0.0,0.0,"0.0, 0.0"
24613,2007,52201,H6,13.2,Found,0.0,0.0,"0.0, 0.0"
24612,2007,52200,LL6,9.6,Found,0.0,0.0,"0.0, 0.0"
24611,2007,53195,H4,18.3,Found,0.0,0.0,"0.0, 0.0"
24610,2007,52199,H6,62.9,Found,0.0,0.0,"0.0, 0.0"
24609,2007,52198,L5,29.2,Found,0.0,0.0,"0.0, 0.0"
24608,2007,52197,L6,33.1,Found,0.0,0.0,"0.0, 0.0"
24607,2007,52196,L5,27.8,Found,0.0,0.0,"0.0, 0.0"
24606,2007,52195,LL5,7.0,Found,0.0,0.0,"0.0, 0.0"
24605,2007,52194,H6,21.0,Found,0.0,0.0,"0.0, 0.0"
24604,2007,51262,L6,1.7,Found,0.0,0.0,"0.0, 0.0"
24603,2007,51261,H6,2.7,Found,0.0,0.0,"0.0, 0.0"
24602,2007,51260,H6,3.9,Found,0.0,0.0,"0.0, 0.0"
24601,2007,51259,H6,5.4,Found,0.0,0.0,"0.0, 0.0"
24600,2007,51258,H6,4.5,Found,0.0,0.0,"0.0, 0.0"
24599,2007,51257,L6,1.6,Found,0.0,0.0,"0.0, 0.0"
24598,2007,51256,L6,1.6,Found,0.0,0.0,"0.0, 0.0"
24597,2007,51255,H6,2.5,Found,0.0,0.0,"0.0, 0.0"
24596,2007,51254,H6,5.3,Found,0.0,0.0,"0.0, 0.0"
24595,2007,51253,H6,1.7,Found,0.0,0.0,"0.0, 0.0"
24594,2007,52193,H6,15.4,Found,0.0,0.0,"0.0, 0.0"
32029,2007,51587,L6,648.0,Found,49.67,42.83,"49.67, 42.83"
24593,2007,53194,L-imp melt,3.1,Found,0.0,0.0,"0.0, 0.0"
24567,2007,51246,L5,78.0,Found,0.0,0.0,"0.0, 0.0"
24566,2007,51245,H6,49.0,Found,0.0,0.0,"0.0, 0.0"
24565,2007,51244,L6,65.5,Found,0.0,0.0,"0.0, 0.0"
24564,2007,51243,L6,54.7,Found,0.0,0.0,"0.0, 0.0"
24534,2007,51213,L6,120.2,Found,0.0,0.0,"0.0, 0.0"
24533,2007,51212,H6,50.6,Found,0.0,0.0,"0.0, 0.0"
24532,2007,51211,H6,62.7,Found,0.0,0.0,"0.0, 0.0"
24531,2007,51210,H6,57.1,Found,0.0,0.0,"0.0, 0.0"
24530,2007,51209,H6,91.6,Found,0.0,0.0,"0.0, 0.0"
24529,2007,51208,L5,91.4,Found,0.0,0.0,"0.0, 0.0"
24528,2007,51207,L6,122.2,Found,0.0,0.0,"0.0, 0.0"
24527,2007,51206,L6,98.2,Found,0.0,0.0,"0.0, 0.0"
24526,2007,51205,H6,45.7,Found,0.0,0.0,"0.0, 0.0"
24525,2007,51204,H5,86.2,Found,0.0,0.0,"0.0, 0.0"
24524,2007,51203,H5,49.1,Found,0.0,0.0,"0.0, 0.0"
24523,2007,51202,H5,35.1,Found,0.0,0.0,"0.0, 0.0"
24521,2007,51201,L4,53.2,Found,0.0,0.0,"0.0, 0.0"
24520,2007,51200,L6,153.2,Found,0.0,0.0,"0.0, 0.0"
24519,2007,51199,H5,73.3,Found,0.0,0.0,"0.0, 0.0"
24518,2007,51198,H6,81.9,Found,0.0,0.0,"0.0, 0.0"
24517,2007,51197,H6,91.8,Found,0.0,0.0,"0.0, 0.0"
24516,2007,51196,H6,91.6,Found,0.0,0.0,"0.0, 0.0"
24515,2007,51195,L5,50.4,Found,0.0,0.0,"0.0, 0.0"
24514,2007,53192,EH3,120.3,Found,0.0,0.0,"0.0, 0.0"
24513,2007,51194,H5,91.3,Found,0.0,0.0,"0.0, 0.0"
24512,2007,51193,L5,110.4,Found,0.0,0.0,"0.0, 0.0"
24511,2007,51192,H5,62.0,Found,0.0,0.0,"0.0, 0.0"
24510,2007,51191,H6,132.7,Found,0.0,0.0,"0.0, 0.0"
24509,2007,51190,H5,102.1,Found,0.0,0.0,"0.0, 0.0"
24535,2007,51214,H6,54.0,Found,0.0,0.0,"0.0, 0.0"
24617,2007,51265,H5,24.0,Found,0.0,0.0,"0.0, 0.0"
24536,2007,51215,H6,22.0,Found,0.0,0.0,"0.0, 0.0"
24538,2007,51217,H6,63.0,Found,0.0,0.0,"0.0, 0.0"
24563,2007,51242,H5,105.0,Found,0.0,0.0,"0.0, 0.0"
24562,2007,51241,H5,106.6,Found,0.0,0.0,"0.0, 0.0"
24561,2007,51240,L6,40.3,Found,0.0,0.0,"0.0, 0.0"
24560,2007,51239,L6,115.4,Found,0.0,0.0,"0.0, 0.0"
24559,2007,51238,L5,134.1,Found,0.0,0.0,"0.0, 0.0"
24558,2007,51237,H6,110.7,Found,0.0,0.0,"0.0, 0.0"
24557,2007,51236,CO3,112.0,Found,0.0,0.0,"0.0, 0.0"
24556,2007,51235,L6,136.3,Found,0.0,0.0,"0.0, 0.0"
24555,2007,51234,L5,113.9,Found,0.0,0.0,"0.0, 0.0"
24554,2007,51233,L6,32.7,Found,0.0,0.0,"0.0, 0.0"
24553,2007,51232,H5,44.8,Found,0.0,0.0,"0.0, 0.0"
24552,2007,51231,L5,83.5,Found,0.0,0.0,"0.0, 0.0"
24551,2007,51230,L5,75.5,Found,0.0,0.0,"0.0, 0.0"
24550,2007,51229,H5,31.5,Found,0.0,0.0,"0.0, 0.0"
24549,2007,51228,H6,65.4,Found,0.0,0.0,"0.0, 0.0"
24548,2007,51227,H6,30.9,Found,0.0,0.0,"0.0, 0.0"
24547,2007,51226,L5,138.1,Found,0.0,0.0,"0.0, 0.0"
24546,2007,51225,L6,56.9,Found,0.0,0.0,"0.0, 0.0"
24545,2007,51224,L6,58.8,Found,0.0,0.0,"0.0, 0.0"
24544,2007,51223,H5,56.2,Found,0.0,0.0,"0.0, 0.0"
24543,2007,51222,H5,87.5,Found,0.0,0.0,"0.0, 0.0"
24542,2007,51221,H5,129.2,Found,0.0,0.0,"0.0, 0.0"
24541,2007,51220,L6,104.2,Found,0.0,0.0,"0.0, 0.0"
24540,2007,51219,H5,54.1,Found,0.0,0.0,"0.0, 0.0"
24539,2007,51218,L6,85.5,Found,0.0,0.0,"0.0, 0.0"
24537,2007,51216,H6,43.0,Found,0.0,0.0,"0.0, 0.0"
24618,2007,51266,L6,21.4,Found,0.0,0.0,"0.0, 0.0"
24619,2007,51267,L6,6.1,Found,0.0,0.0,"0.0, 0.0"
24620,2007,51268,L6,3.2,Found,0.0,0.0,"0.0, 0.0"
24703,2007,51318,L5,1.0,Found,0.0,0.0,"0.0, 0.0"
24702,2007,51317,H6,10.6,Found,0.0,0.0,"0.0, 0.0"
24701,2007,51316,H6,15.8,Found,0.0,0.0,"0.0, 0.0"
24700,2007,51315,L5,2.9,Found,0.0,0.0,"0.0, 0.0"
24699,2007,51314,L6,12.2,Found,0.0,0.0,"0.0, 0.0"
24698,2007,51313,L5,16.1,Found,0.0,0.0,"0.0, 0.0"
24697,2007,53200,CO3,10.3,Found,0.0,0.0,"0.0, 0.0"
24696,2007,51312,H6,1.3,Found,0.0,0.0,"0.0, 0.0"
24695,2007,51311,L6,4.2,Found,0.0,0.0,"0.0, 0.0"
24694,2007,51310,L6,0.9,Found,0.0,0.0,"0.0, 0.0"
24693,2007,51309,H6,4.0,Found,0.0,0.0,"0.0, 0.0"
24692,2007,51308,H6,1.3,Found,0.0,0.0,"0.0, 0.0"
24691,2007,51307,H6,2.2,Found,0.0,0.0,"0.0, 0.0"
24690,2007,53199,CO3,0.5,Found,0.0,0.0,"0.0, 0.0"
24689,2007,53198,H5,2.0,Found,0.0,0.0,"0.0, 0.0"
24688,2007,52230,CO3,1.3,Found,0.0,0.0,"0.0, 0.0"
24687,2007,51306,L6,9.7,Found,0.0,0.0,"0.0, 0.0"
24686,2007,52229,CO3,0.7,Found,0.0,0.0,"0.0, 0.0"
24685,2007,53197,CM1/2,2.5,Found,0.0,0.0,"0.0, 0.0"
24684,2007,51305,L6,5.9,Found,0.0,0.0,"0.0, 0.0"
24683,2007,51304,L5,13.2,Found,0.0,0.0,"0.0, 0.0"
24682,2007,51303,H6,0.5,Found,0.0,0.0,"0.0, 0.0"
24681,2007,52228,CO3,5.8,Found,0.0,0.0,"0.0, 0.0"
24680,2007,52227,CK5,2.5,Found,0.0,0.0,"0.0, 0.0"
24679,2007,52226,CO3,10.7,Found,0.0,0.0,"0.0, 0.0"
24704,2007,51319,H6,6.1,Found,0.0,0.0,"0.0, 0.0"
24678,2007,52225,CO3,1.6,Found,0.0,0.0,"0.0, 0.0"
24705,2007,51320,L6,1.1,Found,0.0,0.0,"0.0, 0.0"
24707,2007,51322,L5,17.2,Found,0.0,0.0,"0.0, 0.0"
24732,2007,52249,CO3,10.5,Found,0.0,0.0,"0.0, 0.0"
24731,2007,52248,CO3,12.3,Found,0.0,0.0,"0.0, 0.0"
24730,2007,52247,L5,9.6,Found,0.0,0.0,"0.0, 0.0"
24729,2007,52246,H5,31.9,Found,0.0,0.0,"0.0, 0.0"
24728,2007,52245,H6,50.1,Found,0.0,0.0,"0.0, 0.0"
24727,2007,52244,LL6,28.5,Found,0.0,0.0,"0.0, 0.0"
24726,2007,52243,LL5,9.5,Found,0.0,0.0,"0.0, 0.0"
24725,2007,52242,CO3,7.4,Found,0.0,0.0,"0.0, 0.0"
24724,2007,52241,L5,30.1,Found,0.0,0.0,"0.0, 0.0"
24723,2007,52240,H5,23.1,Found,0.0,0.0,"0.0, 0.0"
24722,2007,52239,H5,37.2,Found,0.0,0.0,"0.0, 0.0"
24721,2007,52238,CO3,39.7,Found,0.0,0.0,"0.0, 0.0"
24720,2007,52237,H6,28.6,Found,0.0,0.0,"0.0, 0.0"
24719,2007,52236,LL6,13.2,Found,0.0,0.0,"0.0, 0.0"
24718,2007,52235,CO3,25.4,Found,0.0,0.0,"0.0, 0.0"
24717,2007,53201,CO3,31.4,Found,0.0,0.0,"0.0, 0.0"
24716,2007,52234,CO3,32.0,Found,0.0,0.0,"0.0, 0.0"
24715,2007,52233,LL6,63.7,Found,0.0,0.0,"0.0, 0.0"
24714,2007,51327,L4,1.2,Found,0.0,0.0,"0.0, 0.0"
24713,2007,52232,CO3,4.9,Found,0.0,0.0,"0.0, 0.0"
24712,2007,51326,H6,7.3,Found,0.0,0.0,"0.0, 0.0"
24711,2007,52231,CO3,3.7,Found,0.0,0.0,"0.0, 0.0"
24710,2007,51325,H5,16.3,Found,0.0,0.0,"0.0, 0.0"
24709,2007,51324,H6,11.5,Found,0.0,0.0,"0.0, 0.0"
24708,2007,51323,H5,12.8,Found,0.0,0.0,"0.0, 0.0"
24706,2007,51321,L5,7.6,Found,0.0,0.0,"0.0, 0.0"
24508,2007,51189,H6,95.4,Found,0.0,0.0,"0.0, 0.0"
24677,2007,52224,CO3,5.2,Found,0.0,0.0,"0.0, 0.0"
24675,2007,52223,CO3,7.1,Found,0.0,0.0,"0.0, 0.0"
24645,2007,51292,H6,32.8,Found,0.0,0.0,"0.0, 0.0"
24644,2007,51291,H5,1.9,Found,0.0,0.0,"0.0, 0.0"
24643,2007,51290,LL6,1.1,Found,0.0,0.0,"0.0, 0.0"
24642,2007,51289,H6,7.4,Found,0.0,0.0,"0.0, 0.0"
24641,2007,51288,H6,9.7,Found,0.0,0.0,"0.0, 0.0"
24640,2007,51287,CO3,0.6,Found,0.0,0.0,"0.0, 0.0"
24639,2007,51286,L6,5.7,Found,0.0,0.0,"0.0, 0.0"
24638,2007,51285,H6,2.3,Found,0.0,0.0,"0.0, 0.0"
24637,2007,51284,L6,0.3,Found,0.0,0.0,"0.0, 0.0"
24636,2007,51283,H6,17.3,Found,0.0,0.0,"0.0, 0.0"
24635,2007,51282,H6,2.4,Found,0.0,0.0,"0.0, 0.0"
24634,2007,53196,Acapulcoite/lodranite,3.5,Found,0.0,0.0,"0.0, 0.0"
24633,2007,51281,L6,3.0,Found,0.0,0.0,"0.0, 0.0"
24632,2007,51280,H6,4.2,Found,0.0,0.0,"0.0, 0.0"
24631,2007,51279,L6,0.4,Found,0.0,0.0,"0.0, 0.0"
24630,2007,51278,L6,7.7,Found,0.0,0.0,"0.0, 0.0"
24629,2007,51277,L6,2.7,Found,0.0,0.0,"0.0, 0.0"
24628,2007,51276,H6,5.6,Found,0.0,0.0,"0.0, 0.0"
24627,2007,51275,H6,2.4,Found,0.0,0.0,"0.0, 0.0"
24626,2007,51274,H6,14.5,Found,0.0,0.0,"0.0, 0.0"
24625,2007,51273,H6,1.4,Found,0.0,0.0,"0.0, 0.0"
24624,2007,51272,L4,4.7,Found,0.0,0.0,"0.0, 0.0"
24623,2007,51271,H6,2.2,Found,0.0,0.0,"0.0, 0.0"
24622,2007,51270,H6,1.7,Found,0.0,0.0,"0.0, 0.0"
24621,2007,51269,L6,2.7,Found,0.0,0.0,"0.0, 0.0"
24646,2007,51293,H6,21.7,Found,0.0,0.0,"0.0, 0.0"
24676,2007,51302,L6,4.3,Found,0.0,0.0,"0.0, 0.0"
24647,2007,51294,L6,59.2,Found,0.0,0.0,"0.0, 0.0"
24649,2007,51296,H6,23.7,Found,0.0,0.0,"0.0, 0.0"
24674,2007,52222,H6,31.5,Found,0.0,0.0,"0.0, 0.0"
24673,2007,52221,CO3,16.0,Found,0.0,0.0,"0.0, 0.0"
24672,2007,52220,H6,28.0,Found,0.0,0.0,"0.0, 0.0"
24671,2007,52219,H6,28.6,Found,0.0,0.0,"0.0, 0.0"
24670,2007,52218,CO3,15.0,Found,0.0,0.0,"0.0, 0.0"
24669,2007,52217,LL6,28.3,Found,0.0,0.0,"0.0, 0.0"
24668,2007,52216,CO3,16.7,Found,0.0,0.0,"0.0, 0.0"
24667,2007,52215,CO3,15.3,Found,0.0,0.0,"0.0, 0.0"
24666,2007,52214,H6,12.3,Found,0.0,0.0,"0.0, 0.0"
24665,2007,52213,L6,32.7,Found,0.0,0.0,"0.0, 0.0"
24664,2007,52212,L6,42.1,Found,0.0,0.0,"0.0, 0.0"
24663,2007,52211,H6,47.9,Found,0.0,0.0,"0.0, 0.0"
24662,2007,52210,L6,18.7,Found,0.0,0.0,"0.0, 0.0"
24661,2007,52209,L6,2.4,Found,0.0,0.0,"0.0, 0.0"
24660,2007,52208,H5,3.0,Found,0.0,0.0,"0.0, 0.0"
24659,2007,52207,L6,22.1,Found,0.0,0.0,"0.0, 0.0"
24658,2007,52206,L6,14.2,Found,0.0,0.0,"0.0, 0.0"
24657,2007,52205,L6,14.2,Found,0.0,0.0,"0.0, 0.0"
24656,2007,52204,L5,38.9,Found,0.0,0.0,"0.0, 0.0"
24655,2007,52203,L5,18.4,Found,0.0,0.0,"0.0, 0.0"
24654,2007,51301,H5,9.8,Found,0.0,0.0,"0.0, 0.0"
24653,2007,51300,L5,33.0,Found,0.0,0.0,"0.0, 0.0"
24652,2007,51299,CV3,34.1,Found,0.0,0.0,"0.0, 0.0"
24651,2007,51298,L5,15.0,Found,0.0,0.0,"0.0, 0.0"
24650,2007,51297,H5,29.3,Found,0.0,0.0,"0.0, 0.0"
24648,2007,51295,H5-an,33.9,Found,0.0,0.0,"0.0, 0.0"
24733,2007,53202,CO3,6.6,Found,0.0,0.0,"0.0, 0.0"
24507,2007,51188,H6,71.0,Found,0.0,0.0,"0.0, 0.0"
24505,2007,51186,H5,33.7,Found,0.0,0.0,"0.0, 0.0"
37591,2007,55268,H~5,61.4,Found,18.26,53.99,"18.26, 53.99"
37592,2007,45957,H~5,113.8,Found,18.26,53.99,"18.26, 53.99"
24433,2007,51119,H5,114.9,Found,0.0,0.0,"0.0, 0.0"
24432,2007,51118,L6,68.1,Found,0.0,0.0,"0.0, 0.0"
13010,2007,49490,H6,100.0,Found,28.19,25.62,"28.19, 25.62"
24431,2007,51117,H6,51.1,Found,0.0,0.0,"0.0, 0.0"
24430,2007,51116,L5,62.9,Found,0.0,0.0,"0.0, 0.0"
24429,2007,51115,L5,76.5,Found,0.0,0.0,"0.0, 0.0"
24428,2007,51114,L5,164.4,Found,0.0,0.0,"0.0, 0.0"
24427,2007,51113,H5,93.1,Found,0.0,0.0,"0.0, 0.0"
37890,2007,51580,Diogenite,24370.0,Found,22.79,-3.97,"22.79, -3.97"
37590,2007,51704,H~5,5.6,Found,18.26,53.99,"18.26, 53.99"
37920,2007,46405,H6,193.0,Found,-85.17,-94.75,"-85.17, -94.75"
